source_id,research_question,mechanism,method,main_findings,mathematics,limitations,implementation_details,supports,weakens,math_relevance,verification,review_status,evidence_confidence
yang-2024-swe-agent,How much can an agent-computer interface change software-repair performance with the model held fixed?,"SWE-agent provides constrained file viewing, repository search, editing, execution feedback, history handling, and explicit submission through an agent-computer interface.",NeurIPS 2024 system paper with fixed-model interface ablations on SWE-bench and HumanEvalFix plus trajectory and error analysis.,"On SWE-bench Lite, the tailored interface resolves about 18% versus about 11% for a shell-only interface with the same GPT-4 family. || Search and file-view commands materially change outcomes, while performance comes at much higher per-task cost than simple baselines.",Resolution is a paired binary outcome by task; the relevant harness effect is a within-task risk difference under matched model and budget.,The interface was tuned on a small development set; runs use dated models and a four-dollar task cap; several components change together; public benchmark exposure grows over time.,"Record the exact ACI command schemas, prompt, context windowing, retry policy, model snapshot, budget, container, and trajectory; use paired seeds for ablations.",Harness interfaces are causal experimental variables rather than neutral wrappers.,Model-only explanations of agent performance and unqualified claims that more autonomy is always better.,Motivates paired treatment-effect estimation and component factorial designs.,"Abstract, fixed-model ACI tables and ablations, cost discussion, prompt/interface details, and limitations checked in the local PDF.",fully-reviewed,high
xia-2024-agentless,Can a simple staged pipeline compete with autonomous software agents?,"Agentless separates repository localization, patch generation, and test-based patch validation instead of running an open-ended tool loop.","FSE 2025 paper evaluating a deliberately simple pipeline on SWE-bench Lite and Verified, with localization and repair analyses.","The revised paper reports 32% on SWE-bench Lite, 96 of 300 tasks, at roughly 0.70 dollars per task. || The result shows that structured decomposition and candidate selection can rival more elaborate agents, but earlier 27.33% and 0.34-dollar figures remain widely repeated.","Candidate validation is a best-of-n selection problem; fair comparison requires conditioning on total calls, tokens, tests observed, and selector error.",The pipeline uses benchmark tests and multiple candidates; reported numbers changed across versions; a simple architecture is not automatically a clean causal ablation of autonomy.,"Version every prompt and result, disclose the candidate count and validation information, and cite the revised rather than superseded score.",Small explicit pipelines are strong controls for claims about elaborate interactive harnesses.,Framework complexity as a prerequisite for high software-repair scores.,Supports cost-aware selection models and sequential pipeline reliability analysis.,"Revised score, task count, cost, architecture, prior-number warning, and limitations checked against the local PDF.",fully-reviewed,high
wang-2024-openhands,What platform abstractions are needed to support generalist software-development agents?,"OpenHands defines an event stream connecting an agent controller to sandboxed code, shell, browser, and file operations, with delegation and evaluation infrastructure.","System paper describing the original OpenHands platform and agents, benchmark integrations, runtime abstractions, and qualitative design lessons.","A shared event-based platform can run coding, browsing, and general assistance agents across multiple benchmarks. || The paper is mainly infrastructure evidence; it does not isolate which platform component causes a score gain.","The event history is a state trajectory; reproducibility requires treating controller, action space, runtime, and stopping rule as a joint intervention.","Many experiments combine model, prompt, tools, and agent changes; benchmark-specific adapters differ; the current OpenHands SDK V1 is a substantial rewrite of the V0 architecture described here.","Identify paper-era V0 separately from current V1, pin repository commits and runtime images, export event trajectories, and separate platform support from agent-policy claims.",Event sourcing and isolated execution are reusable harness primitives.,Treating a platform paper or a modern repository name as evidence for a particular current implementation or causal gain.,Supports state-machine and event-log formalizations but contains no performance theorem.,"Architecture figures, benchmark table, event/action abstractions, evaluation setup, and version scope checked in the local PDF.",skimmed,medium
yang-2025-swe-smith,Can executable software-engineering training data be synthesized at scale?,"SWE-smith creates environments and breaks real codebases through model rewrites, AST mutations, pull-request mirroring, and bug composition, then trains agents on verified trajectories.","2025 preprint constructing 50,000-plus task instances from 128 repositories and training SWE-agent-LM-32B with data-scaling experiments.","The dataset has about 50,000 instances from 128 repositories, an order of magnitude above earlier executable sets; the trained 32B model reports 40.2% pass at one on SWE-bench Verified. || Scaling curves mix data quantity, filtering, training, and harness choices.",Pass at one is a task mean; the data-scaling curve is empirical and does not establish a universal power law.,Synthetic bugs may not match real maintenance work; generator and verifier biases can couple; the benchmark is public; the reported model result is not a harness-only effect.,"Retain mutation provenance, environment Dockerfiles, failing and passing tests, generated issue text, trajectory filters, and contamination checks for every task.",Executable synthetic tasks can lower the data bottleneck for training interactive agents.,Interpreting synthetic-data scaling as direct evidence about real-world harness architecture.,"Useful for learning-curve design and distribution-shift analysis, not a theorem.","Abstract and pages 1-2 checked for repository and instance counts, generation strategies, 40.2% result, and stated scope.",skimmed,medium
badertdinov-2025-swe-rebench,Can continuously collected fresh repository tasks reduce contamination and standardize software-agent evaluation?,"An automated pipeline mines issue-pull-request pairs, builds environments, validates tests, scores quality, and continually refreshes a benchmark.","NeurIPS 2025 datasets paper with 21,336 verified Python tasks from 3,468 repositories plus comparisons between fresh tasks and SWE-bench Verified.","The pipeline produces more than 21,000 interactive tasks and enables evaluation on post-training-cutoff issues. || Some models lose more performance on fresh tasks than others, consistent with benchmark exposure but not proof of memorization.",A freshness gap is a difference of proportions across nonidentical task distributions; causal contamination inference requires adjustment for task difficulty and repository mix.,Automation can admit noisy or weak tests; freshness changes both exposure and distribution; training cutoffs are not fully observable; only Python repositories are covered.,"Publish collection timestamps, task provenance, environment build logs, quality scores, model cutoffs, and matched difficulty analyses; rotate hidden test sets.",Dynamic benchmarks and transparent harness reporting reduce one source of leaderboard invalidity.,A pre-cutoff versus post-cutoff gap as definitive proof that a model memorized tasks.,Motivates covariate-adjusted freshness studies and temporal generalization models.,"Abstract and pages 1-3 checked for pipeline stages, 21,336 tasks, 3,468 repositories, decontamination claim, and stated caveats.",skimmed,high
liu-2023-agentbench,How can agent behavior be compared across diverse interactive environments?,"AgentBench wraps operating-system, database, knowledge-graph, game, household, shopping, and web environments behind a unified interaction and scoring layer.",ICLR 2024 benchmark evaluating 29 API and open-source models in eight environments with per-environment scores and failure analysis.,"Commercial systems substantially outperform the tested open models, while long-term reasoning, decision making, and instruction following dominate observed failures. || Code-oriented training has mixed effects across agent tasks rather than a uniformly positive effect.",The aggregate score is a weighted combination of heterogeneous task metrics; it should not be treated as a natural single-scale measurement without sensitivity analysis.,"Environments, prompts, model APIs, and scoring units differ; versions are dated; aggregation can hide opposite per-domain effects; harness configuration is not held constant across all models.","Report every environment score, normalization and weight, prompt/action parser, timeout, invalid-action handling, and model snapshot instead of only the aggregate.",Broad evaluation needs multiple interactive domains and failure-level evidence.,One scalar leaderboard score as a stable or causally interpretable measure of general agency.,Supports multilevel models and rank-sensitivity analysis across heterogeneous domains.,"Abstract and benchmark sections checked for eight environments, 29 models, failure taxonomy, aggregate construction, and limitations.",skimmed,medium
ma-2024-agentboard,Can evaluation expose partial progress and failure mechanisms instead of only final success?,"AgentBoard standardizes partially observable, multi-turn tasks and introduces progress-rate and capability diagnostics alongside success rate.","NeurIPS 2024 datasets paper integrating nine environments and analyzing multiple models by task difficulty, trajectory progress, and subskill.","Progress rate distinguishes agents that make useful intermediate advances from those that fail immediately despite identical zero final reward. || Diagnostic labels expose planning, grounding, memory, navigation, world-model, and self-reflection bottlenecks.",Progress is a shaped task-specific function and therefore changes the measurement construct; comparisons require checking monotonicity and scale comparability.,Intermediate milestones require author judgment and differ by environment; progress can reward detours; model and harness versions are dated; a unified dashboard does not make metrics commensurate.,"Version milestone definitions, release trajectory scorers, report success and progress jointly, and test whether progress predicts independent final outcomes.",Trace-level and partial-credit measurements can be more informative than sparse terminal reward.,Treating any shaped progress score as objective or interchangeable with task success.,Motivates survival and multistate models over trajectories rather than one terminal Bernoulli.,"Abstract, framework figure, progress-rate definition, capability analysis, included environments, and limitations checked in the local PDF.",skimmed,medium
mialon-2023-gaia,"Can assistants robustly solve conceptually simple real-world questions requiring tools, browsing, files, and multimodality?","GAIA specifies unambiguous answer questions whose solution requires composing research, code, web, and file operations; most answers are hidden for leaderboard use.","ICLR 2024 benchmark of 466 questions in three difficulty levels, with human and GPT-4-with-plugins baselines.",Humans obtain 92% while the paper-era GPT-4 plugin system obtains 15%. || The gap demonstrates that strong static exam performance does not imply robust tool-mediated assistance.,Accuracy is a binomial proportion stratified by difficulty; a harness study should use paired task outcomes and level-weighted uncertainty.,Only 466 author-designed questions; tools and web content drift; exact-match answers can miss semantically valid variants; the 2023 plugin harness is obsolete.,"Preserve task versions and attachments, log tools and sources, freeze web evidence where lawful, report level-stratified accuracy, and distinguish model from harness.",Realistic compositional tasks expose failures hidden by conventional knowledge benchmarks.,Using a dated 15% baseline as a current capability estimate or as a pure model comparison.,Supports item-response and difficulty-stratified harness evaluation.,"Abstract and pages 1-2 checked for 466 questions, hidden answers, human 92%, GPT-4 plugins 15%, task philosophy, and limitations.",skimmed,high
yao-2024-tau-bench,How reliably can tool agents interact with users while following domain policies?,"Tau-bench couples a tool-using agent to a simulated user, policy document, stateful database, and end-state evaluator in retail and airline domains.","ICLR 2025 benchmark with 115 retail and 50 airline tasks, repeated trials, policy adherence, action and response scoring, and a consistency metric.","Paper-era state-of-the-art agents succeed on fewer than half the tasks, and retail pass to the eighth power is below 25%. || A high single-run score can coexist with poor repeated reliability.","The paper estimates pass superscript k by the unbiased all-k-successes statistic C(c,k)/C(n,k), contrasted with pass at k, 1-C(n-c,k)/C(n,k), for c successes among n sampled trials.","Users are simulated, only two domains are included, end-state checks can miss policy violations, attempts are exchangeable only conditionally, and current agents differ.","Publish policy and database versions, user simulator prompt, seeds, complete traces, action/output graders, and both success and repeated-reliability curves.",Consistency across repeated stochastic trials is a distinct deployment property.,Equating best-of-k success with reliability or reporting only a lucky trajectory.,Central source for finite-sample pass-at-k and pass-to-k estimators.,"Abstract and metric section checked for domain sizes, state evaluator, under-50% and pass^8 claims, formulas, assumptions, and limitations.",fully-reviewed,high
zhou-2023-webarena,"Can web agents be evaluated in realistic, reproducible, stateful websites?","WebArena provides self-hosted functional sites, knowledge resources, browser actions, task-specific execution evaluators, and resettable states.","ICLR 2024 environment and benchmark with long-horizon tasks across e-commerce, forums, software collaboration, and content management, plus human and agent baselines.","The best reported GPT-4-based agent reaches 14.41% end-to-end success versus 78.24% for humans. || Real execution exposes grounding, planning, and recovery failures not visible in static web demonstrations.",Success is a task-specific conjunction of final-state and content checks; uncertainty should be stratified by site and evaluator type.,Self-hosted replicas simplify the live web; evaluators can omit acceptable outcomes; action spaces and observation representations strongly affect results; model versions are old.,"Pin site images and data, disclose observation pruning and action grammar, reset state, archive traces, and audit evaluators for alternate correct paths.",Reproducible stateful environments are a core harness and benchmark contribution.,The 14.41% result as a timeless property of GPT-4 or evidence that only the model matters.,Supports site-stratified Bernoulli models and conjunctive-task reliability analysis.,"Abstract and benchmark sections checked for domains, evaluator design, 14.41% agent and 78.24% human results, and limitations.",skimmed,high
xie-2024-osworld,How can multimodal agents be tested on open-ended tasks in real computer operating systems?,"OSWorld provisions task states in Ubuntu, Windows, and macOS, exposes screenshot and accessibility observations plus mouse and keyboard actions, and runs custom state-based graders.",2024 preprint constructing 369 tasks across real desktop and web applications with execution-based baselines and detailed error analysis.,Humans complete 72.36% of tasks while the best paper-era model completes 12.24%. || GUI grounding and operational knowledge are prominent failure sources.,Task success is an execution-verified Bernoulli; cross-OS comparisons need hierarchical effects because applications and graders are not exchangeable.,Only hundreds of tasks; OS/app updates cause drift; custom graders may be incomplete; latency and nondeterministic GUI state affect repeatability; paper was a preprint in the archived version.,"Freeze VM images and application versions, log screen/action trajectories and timing, rerun seeds, audit graders, and report results per OS and application.",Environment engineering and perception/action interfaces dominate computer-agent validity.,"Using a benchmark result without the exact VM, observation, action, and retry configuration.",Motivates hierarchical reliability and nondeterministic-environment measurement.,"Abstract and pages 1-2 checked for 369 tasks, supported operating systems, state setup and graders, human 72.36%, model 12.24%, and limitations.",skimmed,high
sellier-2024-browsergym,Can web-agent experiments be made comparable across previously fragmented benchmarks?,"BrowserGym standardizes browser observations and actions; AgentLab adds agent construction, parallel experiment management, trace analysis, and benchmark adapters.",2025 preprint running six models across six web benchmarks inside one ecosystem and documenting conversion and reproducibility choices.,"A unified environment makes model and agent comparisons operationally easier and exposes cross-benchmark differences. || Claude 3.5 Sonnet leads most reported text-oriented conditions while GPT-4o leads selected vision conditions, but these rankings are tied to the exact agent and date.",A multi-benchmark score is a vector rather than inherently a scalar; aggregation weights and missing conditions determine ranks.,Benchmark conversions can alter observations and graders; websites and model APIs drift; the study changes both model and modality; project-authored results are not neutral certification.,"Pin BrowserGym, benchmark, browser, website, and model versions; publish action/observation configs, seeds, traces, cost, and per-benchmark scores.",Shared evaluation infrastructure reduces accidental implementation variance.,Assuming that using one framework eliminates construct differences between web benchmarks.,"Supports multivariate comparison, missing-data analysis, and rank robustness.","Abstract, ecosystem components, six-by-six experiment, observation/action standardization, and limitations checked in the local PDF.",skimmed,high
kapoor-2024-agents-matter,What evaluation practices distinguish useful agents from benchmark-optimized demonstrations?,"The paper treats accuracy and cost jointly, introduces simple repeated-sampling baselines, separates model-developer from downstream evaluation, and audits holdouts and reproducibility.","TMLR 2025 analysis with public reruns on HumanEval and HotpotQA, cost-Pareto methods, and audits of agent benchmarks.","Across five runs on 164 HumanEval problems, LATS reaches 88.0% at 134.50 dollars while simple temperature warming reaches 93.2% at 2.45 dollars; the accuracy difference is not significant. || LATS costs more than fifty times as much, and seven of 17 surveyed benchmarks lack holdouts.",A system is Pareto-dominated if another has at least its accuracy and no greater cost with one strict inequality; randomized mixtures convexify achievable accuracy-cost points.,HumanEval is short and public; costs depend on historical API prices; reruns may differ from authors' private setups; conclusions do not automatically extend to long stateful tasks.,"Report fixed optimization cost and variable inference cost, use compute-matched simple baselines, hold out at the level of claimed generality, and release standardized code and logs.",Cost control and sampling baselines are essential before crediting an agent architecture.,"Leaderboard accuracy alone as proof that search, reflection, or architecture caused improvement.",Provides the core Pareto and randomized-mixture mathematics for harness comparison.,"Sections 2-6 and Appendix A checked for five-run protocol, 164 tasks, 88.0 and 93.2 results, 134.50 and 2.45 costs, holdout audit, formulas, and limitations.",fully-reviewed,high
kapoor-2026-hal,"What infrastructure is needed for reproducible, multidimensional agent evaluation at scale?","HAL standardizes scaffold adapters, distributes evaluations over virtual machines, records calls, costs, traces, and environments, and analyzes model-scaffold-benchmark combinations.","2025 preprint reporting 21,730 rollouts over nine models and nine benchmarks, about 40,000 dollars and 2.5 billion logged tokens, with automated and manual trace inspection.","Scaffolds materially change both accuracy and cost, and higher reasoning effort reduces accuracy in a majority of the reported paired conditions. || Trace audits find benchmark-search shortcuts and potentially harmful tool behavior invisible to terminal success.","The target is a response surface Y over model, scaffold, benchmark, effort, and their interactions; sparse cells prevent a full balanced factorial estimate.",The design is broad but not fully crossed; API and benchmark versions are time-specific; LLM-aided log labels can err; the paper was a recent preprint at cutoff.,"Use one instrumented runner, pin VM images, populate balanced factorial cells where affordable, publish failed as well as successful traces, and cluster uncertainty by task.",Evaluation harnesses can remove accidental variance and reveal scaffold interactions.,Treating more reasoning effort or a stronger model as monotonically improving every agent system.,Motivates mixed-effects factorial designs and interaction-aware ranking.,"Abstract and core methods checked for 21,730 rollouts, nine-by-nine scope, cost, 2.5-billion-token logs, reasoning-effort result, harness functions, and limitations.",fully-reviewed,medium
zhang-2026-stop-comparing,When do harness differences make cross-model agent comparisons invalid?,"The position paper models the harness as a closed-loop controller governing context, actions, feedback, stability, and verification, and proposes locked-harness or factorial protocols.","2026 position paper synthesizing published examples, industry evidence, and a variance decomposition around a Binding Constraint Thesis.","It argues that among comparable frontier models on long-horizon tasks, harness-induced variance can exceed model-induced variance and reverse rankings. || The paper's own cited examples include a fixed-model Terminal-Bench change from 69.7% to 77.0%, but the thesis is conditional, not universal.","A variance model partitions model, harness, task, and interaction effects; the control framing writes the model as stochastic policy inside a harness-governed state transition.","This is a very recent position paper, selected evidence can favor the thesis, terms such as comparable frontier capability and long horizon require operational definitions, and broad causal evidence remains limited.","Disclose context construction, tool mediation, error handling, retries, verification, stopping, budgets, environment, and versions; use a locked harness or crossed model-by-harness design.",The harness is a treatment variable and agent scores are system-level measurements.,"Any universal claim that harness always dominates model, or use of the position paper as replicated causal proof.",Gives a clean control-system and variance-component formulation for a research hypothesis.,"Abstract, pages 1-2, formal framing, evidence examples, disclosure proposal, thesis boundary, and limitations checked in the local PDF.",fully-reviewed,medium
pan-2023-reasoning-action-eval,Where do tool-augmented agents fail when database retrieval and long-form reasoning must be integrated?,"Agents iteratively formulate SQL, observe results, decide whether to continue, and synthesize an analytical narrative; an evaluator ensemble imitates peer review.","EMNLP 2023 dataset and experiments comparing two SQL interaction strategies with stage-level retrieval, planning, and answer-quality analysis.","Even GPT-4 struggles; planning what evidence is needed and producing multiple useful SQL queries are the main bottlenecks. || Stage-wise evaluation shows that final answer quality cannot diagnose whether retrieval, reasoning, or synthesis failed.","The loop is a partially observed sequential decision process; end quality is a composition of query validity, evidence coverage, inference, and evaluator reliability.",Dataset is specialized and modest; LLM-based judges may share biases; SQL makes evidence observable but not necessarily sufficient; multiple components change between strategies.,"Log every query and result, score evidence coverage separately from narrative quality, blind judges, and report inter-rater agreement and token cost.",Fine-grained pipeline evaluation is needed to localize harness failures.,Using a final answer score as evidence that retrieval or planning itself works.,Supports staged reliability models and latent-variable decomposition of judge scores.,"Abstract, task definition, two strategies, stage analysis, evaluator design, and stated bottlenecks checked in the local PDF.",skimmed,medium
xie-2025-planning-barriers,What limits language-agent planning even when stronger reasoning models and memory updates are used?,The study applies feature attribution to task and generated-plan tokens and tests parametric and episodic memory updates intended to improve constraint use.,"NAACL 2025 experiments on plan-generation benchmarks with direct prompting, memory-updating strategies, and model comparisons.",OpenAI o1 obtains only 15.6% on one complex real-world planning benchmark. || Limited influence of constraints and diminishing influence of the question are identified as barriers; proposed memory strategies mitigate but do not remove them.,"Feature-attribution scores are diagnostic statistics, not causal effects; planning accuracy is a task proportion under exact or structured graders.","Attribution methods are model-dependent, benchmarks may privilege one plan representation, accuracy does not measure execution, and the model/harness landscape changes rapidly.","Evaluate plan validity through execution, perturb constraints directly, report attribution stability, and cross models and context policies under fixed budgets.",Long-horizon planning failure can originate in context use rather than absence of a planning prompt.,Planning labels and chain-of-thought length as proof of valid constraint-sensitive plans.,Motivates causal perturbation and position-sensitive context models.,"Abstract and main experiments checked for 15.6% result, two attributed barriers, memory strategies, benchmark setup, and limitations.",skimmed,high
greshake-2023-indirect-injection,How can adversarial instructions in retrieved data compromise tool-using LLM applications?,"Indirect prompt injection places instructions in third-party content that the harness retrieves and concatenates into the model context, allowing the data source to influence tool calls and outputs.",AISec 2023 threat-model paper with a security taxonomy and proof-of-concept attacks against real and synthetic LLM-integrated applications.,"The work demonstrates remote manipulation, data theft, API abuse, worm-like propagation, and information contamination when untrusted text is treated as executable instruction. || The central architectural flaw is collapse of the data-instruction boundary, not simply malicious users at the chat interface.",The attack surface can be modeled as information flow from untrusted source D through context compiler C to privileged action A; a security invariant requires noninterference except through explicitly authorized data dependencies.,Demonstrations are qualitative and tied to 2023 systems; attack feasibility is not prevalence; some targets changed; the paper does not establish a universal defense.,"Track provenance and trust labels through context, enforce least-privilege tools and argument checks outside the model, isolate execution, require confirmation for consequential actions, and test indirect channels.",Security boundaries must be implemented by the harness around an instruction-following model.,Prompt filtering or a stronger system prompt as a complete containment boundary.,"Supports noninterference, information-flow, and attack-graph formalizations.","Abstract, threat model, taxonomy, attack demonstrations, data-instruction argument, and mitigation discussion checked in the local PDF.",fully-reviewed,high
ruan-2023-toolemu,Can agent risks be discovered at scale without executing dangerous real tools?,"ToolEmu uses an LLM to emulate tool state transitions, an adversarial emulator to generate risky situations, and an LLM evaluator to label trajectory risk.","ICLR 2024 framework with 36 high-stakes toolkits, 144 cases, agent comparisons, and human validation of the emulator and safety evaluator.",Human review judges 68.8% of ToolEmu-identified failures as valid potential real-world failures; even the safest tested agent is flagged in 23.9% of cases. || Emulation expands coverage but introduces a second model whose errors can create or hide risk.,Observed risk is a noisy measurement of latent real-world failure; estimates require emulator sensitivity and specificity and should propagate evaluator uncertainty.,The emulator is not an actual sandbox or proof of exploitability; cases are curated; evaluator and agent can share model biases; tail-risk frequencies are not deployment prevalence.,"Use emulation for triage, then replay high-severity cases in deterministic isolated tools with human adjudication; version emulator, evaluator, prompts, and scenario generator.",Simulation can cheaply search a large safety space when followed by real validation.,Calling an LLM-emulated tool environment a security containment boundary or interpreting flagged rate as real-world incidence.,Directly motivates two-stage noisy-oracle and rare-event evaluation models.,"Abstract and pages 1-2 checked for architecture, 36 toolkits, 144 cases, 68.8%, 23.9%, human validation, and limitations.",fully-reviewed,high
zhan-2024-injecagent,How vulnerable are tool-integrated agents to indirect prompt injection across diverse user and attacker tools?,"InjecAgent inserts malicious instructions into tool-returned content, then measures whether the agent invokes an attacker-selected harmful or exfiltration tool.","ACL Findings 2024 benchmark of 1,054 cases spanning 17 user tools, 62 attacker tools, two attack-intent families, and 30 agent configurations.","ReAct-prompted GPT-4 follows the injected attack in 24% of base cases; adding a hacking-style reinforcement prompt nearly doubles its attack success. || Vulnerability depends on prompt, model, tool graph, and attack construction rather than one model-wide constant.","Attack success is a Bernoulli conditional on task, attacker goal, placement, model, and harness; uncertainty should be clustered by tool and template.","Cases are templated, success conditions can overapproximate harm, models are dated, defenses and adaptive attackers evolve, and the benchmark does not measure real-world frequency.","Report utility and attack success together, cluster splits by template and tool, apply capability scoping and external authorization, and test adaptive attacks on held-out scenarios.",Indirect injection is a reproducible tool-harness failure mode at nontrivial rates.,A universal vulnerability percentage or the belief that ReAct reasoning alone provides a defense.,Supports adversarial risk surfaces and hierarchical attack-success models.,"Abstract and pages 1-2 checked for 1,054 cases, 17 and 62 tools, 30 agents, 24% result, reinforced attack, task construction, and limitations.",fully-reviewed,high
debenedetti-2024-agentdojo,Can prompt-injection defenses be evaluated jointly for normal-task utility and adversarial security in stateful tools?,"AgentDojo defines deterministic tool environments, user goals, attacker goals, injection endpoints, adaptive attacks, defenses, and programmatic final-state checks.","NeurIPS 2024 datasets paper with 97 realistic tasks and 629 security cases across email, banking, travel, and related domains.","Paper-era agents solve fewer than 66% of tasks even without attack; attacks against the best agents succeed in fewer than 25% of cases, and a detector defense reduces attack success to 8%. || Defenses must be plotted against utility because blocking tools can appear secure by making the agent useless.","Security evaluation is bi-objective: maximize benign utility U while minimizing attack success A; dominated defenses should be excluded, and confidence is paired by scenario.","The initial environment covers a few domains, fixed attacks can be overfit, state checks can miss semantic harm, percentages depend on specific models and defenses, and adaptive threats evolve.","Maintain an extensible held-out attack set, use real state machines rather than LLM simulation where possible, publish both utility and security with traces, and independently authorize sensitive actions.",Agent security is an end-to-end harness property with an explicit utility-security frontier.,"Reporting attack success without benign utility, or interpreting a detector as complete isolation.",Supports Pareto-frontier and adversarial-game formulations.,"Abstract and pages 1-2 checked for 97 tasks, 629 cases, state checks, under-66% utility, under-25% attack success, 8% defense result, and limitations.",fully-reviewed,high
wallace-2024-instruction-hierarchy,"Can models be trained to respect privilege levels among system, user, and tool-originated instructions?",An instruction hierarchy orders message sources by privilege and trains on aligned and conflicting synthetic examples so lower-priority instructions are ignored when they conflict.,"2024 OpenAI technical report fine-tuning GPT-3.5-class models and testing prompt injection, system-prompt extraction, jailbreak, and ordinary capability benchmarks.","Hierarchical training greatly improves robustness, including a reported 63-point improvement on system-prompt extraction defense, with small average capability degradation. || This is a model-training intervention that can reinforce but cannot replace harness-enforced authorization and isolation.","Privileges form a partial or total precedence order; a correct policy should satisfy noninterference of lower-priority conflicting instructions on protected actions, subject to explicitly permitted delegation.",Results use proprietary model variants and synthetic data; benchmark attacks are incomplete; unseen adaptive attacks remain; instruction-following robustness is probabilistic rather than a hard security boundary.,"Preserve message provenance, define a machine-enforced privilege lattice for tools and data, train models to follow it, and still validate actions and contain execution outside the model.",Separating trusted instructions from untrusted content is both a model and harness design principle.,Treating learned instruction priority as proof of security against arbitrary prompt injection.,Provides order-theoretic and noninterference language for message privileges.,"Abstract and pages 1-2 checked for hierarchy definition, training construction, 63-point example, generalization claim, capability tradeoff, and limitations.",fully-reviewed,high
aleithan-2024-swe-bench-plus,How much can solution leakage and weak tests inflate SWE-bench results?,"The study manually compares successful generated patches with reference patches, classifies leaked solutions and weak tests, then constructs a post-cutoff filtered benchmark.",2024 preprint auditing 251 successful SWE-agent plus GPT-4 patches and evaluating several agents on SWE-Bench+.,"Among audited successes, 32.67% contain solution leakage and 31.08% are suspicious because weak tests accept divergent changes; filtering drops the reported rate from 12.47% to 3.97%. || More than 94% of original issues predate tested model cutoffs; on SWE-Bench+ the same system scores 0.55%, but distribution shift prevents attributing the entire gap to contamination.",The corrected rate is a post-stratified proportion after human labels; contamination inference is not identified without controlling task difficulty and repository/date shifts.,Preprint; a single system drives the detailed audit; reference-patch difference need not imply incorrectness; human coding can err; freshness is only an exposure proxy.,"Blind dual-review patch labels, measure test mutation adequacy, match tasks by difficulty and repository, and distinguish solution-in-prompt leakage from possible training exposure.",Benchmark artifacts and graders can create large score inflation.,"A pre-cutoff date as proof of memorization, or every patch differing from the reference as incorrect.","Supports label-noise correction, selection-bias analysis, and bounded contamination claims.","Abstract and pages 1-3 checked for 251 patches, 32.67%, 31.08%, 12.47-to-3.97 correction, over-94% timing, SWE-Bench+ rates, and caveats.",fully-reviewed,medium
wang-2026-swe-solved-correctly,Do SWE-bench-passing patches actually implement the intended behavior?,"PatchDiff executes all developer tests and generates differential tests that compare agent patches with developer patches, followed by manual correctness review.","ICSE 2026 empirical study of plausible patches from CodeStory, LearnByInteract, and OpenHands on SWE-bench Verified.","On average, 7.8% of plausible patches fail when all developer test files are run; 29.6% exhibit behavior different from the oracle patch. || Manual review finds 28.6% of a 77-patch suspicious sample certainly incorrect; extrapolation estimates 11.0% incorrect plausible patches and 6.4 percentage-point average score inflation.",The 6.4-point estimate extrapolates a sampled conditional incorrectness rate to all suspicious patches and should carry sampling and tool-level uncertainty.,Differential behavior can be legitimate; generated tests can be wrong; only three tools and one benchmark are studied; the inflation figure depends on an even-distribution extrapolation.,"Run all repository tests, add differential and metamorphic tests, blind manual reviewers, publish uncertainty for extrapolation, and preserve both generated and developer patches.",Passing benchmark tests is not equivalent to semantic correctness.,Unit-test success as an exhaustive or noise-free outcome measure.,Supports sensitivity-specificity models for graders and two-phase audit estimators.,"Abstract and pages 1-2 checked for 7.8%, 29.6%, 77-patch sample, 28.6%, 11.0% extrapolation, 6.4-point inflation, methods, and caveats.",fully-reviewed,high
zhu-2025-rigorous-agentic-benchmarks,What validity conditions should an agentic benchmark satisfy?,"The Agentic Benchmark Checklist separates task validity, outcome validity, and reporting validity, then audits existing benchmarks and revises CVE-Bench.","2025 preprint synthesizing prior failures and builder experience, applying a checklist to ten popular agent benchmarks, and expert-validating a security benchmark case study.","Seven of ten audited benchmarks have outcome-validity flaws, seven have task-validity flaws, and all have reporting limitations. || Reported errors reach 100% relative; examples include a trivial 38% tau-bench airline score, 31-point KernelBench inflation, 5.2-point WebArena inflation, and a 33-point reduction of CVE-Bench overestimation after revision.","If observed success is an imperfect test of latent task success, q equals sensitivity times prevalence plus one minus specificity times one minus prevalence; inversion requires sensitivity plus specificity greater than one.",Checklist audits include judgment and selected benchmarks; some examples depend on implementation versions; corrected scores need not transfer; the paper was a preprint at cutoff.,"Pretest tasks for solvability, audit reward false positives and negatives, execute trivial and oracle agents, freeze versions, release logs, and report denominator and exclusions.","Benchmark validity is an engineering and measurement problem, not merely dataset size.",Treating executable reward as automatically objective or leaderboard precision as ground truth.,Direct basis for measurement-error and construct-validity mathematics.,"Abstract and pages 1-2 checked for definitions, ten-benchmark audit, seven-seven-all result, example errors, CVE-Bench correction, and limitations.",fully-reviewed,high
