source_id,category,pdf_path,pages,text_characters,pages_without_text,metadata_title,metadata_author,parse_status,parse_error
zhang-2025-ace,self-improving-harnesses,papers/academic/zhang-2025-ace.pdf,32,111355,0,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Qizheng Zhang; Changran Hu; Shubhangi Upasani; Boyuan Ma; Fenglu Hong; Vamsidhar Kamanuru; Jay Rainton; Chen Wu; Mengmeng Ji; Hanchen Li; Urmish Thakker; James Zou; Kunle Olukotun,ok,
schneider-2025-overtuning,self-improving-harnesses,papers/academic/schneider-2025-overtuning.pdf,43,128340,0,Overtuning in Hyperparameter Optimization,Lennart Schneider; Bernd Bischl; Matthias Feurer,ok,
abuzakuk-2026-awo,self-improving-harnesses,papers/academic/abuzakuk-2026-awo.pdf,17,64136,0,Optimizing Agentic Workflows using Meta-tools,Sami Abuzakuk; Anne-Marie Kermarrec; Rishi Sharma; Rasmus Moorits Veski; Martijn de Vos,ok,
hu-2026-evomas,self-improving-harnesses,papers/academic/hu-2026-evomas.pdf,33,130835,0,EvoMAS: Evolutionary Generation of Multi-Agent Systems,Yuntong Hu; Yuting Zhang; Matthew Trager; Yi Zhang; Shuo Yang; Wei Xia; Stefano Soatto,ok,
yue-2026-workflow-optimization-survey,self-improving-harnesses,papers/academic/yue-2026-workflow-optimization-survey.pdf,31,115626,0,From Static Templates to Dynamic Runtime Graphs: A Survey of Workflow Optimization for LLM Agents,Ling Yue; Kushal Raj Bhandari; Ching-Yun Ko; Dhaval Patel; Shuxin Lin; Nianjun Zhou; Jianxi Gao; Pin-Yu Chen; Shaowu Pan,ok,
shannon-1959-rate-distortion,self-improving-harnesses,papers/academic/shannon-1959-rate-distortion.pdf,26,61976,0,Coding Theorems for a Discrete Source With a Fidelity Criterion,Claude Shannon,ok,
weitzman-1979-optimal-search,self-improving-harnesses,papers/academic/weitzman-1979-optimal-search.pdf,36,27274,9,Optimal search for the best alternative,"Weitzman, Martin L., 1942-",ok,
tishby-2000-information-bottleneck,self-improving-harnesses,papers/academic/tishby-2000-information-bottleneck.pdf,16,25831,0,arXiv:physics/0004057v1 [physics.data-an] 24 Apr 2000,,ok,
hutter-2002-fastest-provable-program,self-improving-harnesses,papers/academic/hutter-2002-fastest-provable-program.pdf,13,34648,0,arXiv:cs/0206022v1 [cs.CC] 14 Jun 2002,,ok,
smith-2006-optimizers-curse,self-improving-harnesses,papers/academic/smith-2006-optimizers-curse.pdf,12,60244,0,C:JFMNSC*-3MNSC0451.PS,Dr. Mirko Janc (Tech Typeset) 427 1999 Feb 15 15:33:29,ok,
solar-lezama-2006-sketch,self-improving-harnesses,papers/academic/solar-lezama-2006-sketch.pdf,12,74370,0,paper.dvi,,ok,
alur-2013-sygus,self-improving-harnesses,papers/academic/alur-2013-sygus.pdf,8,48450,0,002-061_Papers_untitled_01,,ok,
hardt-2014-adaptive-hardness,self-improving-harnesses,papers/academic/hardt-2014-adaptive-hardness.pdf,31,73311,0,,pdfsubject=,ok,
russo-2016-adaptive-bias,self-improving-harnesses,papers/academic/russo-2016-adaptive-bias.pdf,23,109520,0,,,ok,
jamieson-2016-successive-halving,self-improving-harnesses,papers/academic/jamieson-2016-successive-halving.pdf,13,46948,0,Non-stochastic Best Arm Identification and Hyperparameter Optimization,"Kevin Jamieson, Ameet Talwalkar",ok,
everitt-2016-self-modification,self-improving-harnesses,papers/academic/everitt-2016-self-modification.pdf,19,47866,0,,,ok,
taylor-2020-bounded-rational-self-modification,self-improving-harnesses,papers/academic/taylor-2020-bounded-rational-self-modification.pdf,20,66910,0,,,ok,
wang-2025-statistical-limits,self-improving-harnesses,papers/academic/wang-2025-statistical-limits.pdf,27,78216,0,On The Statistical Limits of Self-Improving Agents,Charles L. Wang; Keir Dorchen; Peter Jin,ok,
chen-2023-autoagents,self-improving-harnesses,papers/academic/chen-2023-autoagents.pdf,30,82295,0,,,ok,
yang-2024-agentoccam,self-improving-harnesses,papers/academic/yang-2024-agentoccam.pdf,33,156636,0,,,ok,
saad-falcon-2024-archon,self-improving-harnesses,papers/academic/saad-falcon-2024-archon.pdf,35,126341,0,Archon: An Architecture Search Framework for Inference-Time Techniques,Jon Saad-Falcon; Adrian Gamarra Lafuente; Shlok Natarajan; Nahum Maru; Hristo Todorov; Etash Guha; E. Kelly Buchanan; Mayee Chen; Neel Guha; Christopher Ré; Azalia Mirhoseini,ok,
dang-2025-evolving-orchestration,self-improving-harnesses,papers/academic/dang-2025-evolving-orchestration.pdf,28,83746,0,Multi-Agent Collaboration via Evolving Orchestration,Yufan Dang; Chen Qian; Xueheng Luo; Jingru Fan; Zihao Xie; Ruijie Shi; Weize Chen; Cheng Yang; Xiaoyin Che; Ye Tian; Xuantang Xiong; Lei Han; Zhiyuan Liu; Maosong Sun,ok,
zhang-2025-swarmagentic,self-improving-harnesses,papers/academic/zhang-2025-swarmagentic.pdf,41,127442,0,SwarmAgentic: Towards Fully Automated Agentic System Generation via Swarm Intelligence,Yao Zhang; Chenyang Lin; Shijie Tang; Haokun Chen; Shijie Zhou; Yunpu Ma; Volker Tresp,ok,
wang-2025-evoagentx,self-improving-harnesses,papers/academic/wang-2025-evoagentx.pdf,13,50115,0,EvoAgentX: An Automated Framework for Evolving Agentic Workflows,Yingxu Wang; Siwei Liu; Jinyuan Fang; Zaiqiao Meng,ok,
tang-2025-autoagent,self-improving-harnesses,papers/academic/tang-2025-autoagent.pdf,58,139516,0,AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents,Jiabin Tang; Tianyu Fan; Chao Huang,ok,
zhao-2025-a2flow,self-improving-harnesses,papers/academic/zhao-2025-a2flow.pdf,19,69458,0,$A^2Flow:$ Automating Agentic Workflow Generation via Self-Adaptive Abstraction Operators,Mingming Zhao; Xiaokang Wei; Yuanqi Shao; Kaiwen Zhou; Lin Yang; Siwei Rao; Junhui Zhan; Zhitang Chen,ok,
lou-2026-autoharness,self-improving-harnesses,papers/academic/lou-2026-autoharness.pdf,21,44939,0,AutoHarness: improving LLM agents by automatically synthesizing a code harness,Xinghua Lou; Miguel Lázaro-Gredilla; Antoine Dedieu; Carter Wendelken; Wolfgang Lehrach; Kevin P. Murphy,ok,
yang-2026-evotool,self-improving-harnesses,papers/academic/yang-2026-evotool.pdf,20,69102,0,,,ok,
cheng-2026-mem2evolve,self-improving-harnesses,papers/academic/cheng-2026-mem2evolve.pdf,48,144291,0,,,ok,
liu-2026-adaptive-auto-harness,self-improving-harnesses,papers/academic/liu-2026-adaptive-auto-harness.pdf,23,81540,0,Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams,Zewen Liu; Zhan Shi; Yisi Sang; Bing He; Minhua Lin; Tianxin Wei; Dakuo Wang; Benoit Dumoulin; Wei Jin; Hanqing Lu,ok,
lin-2026-harness-updating,self-improving-harnesses,papers/academic/lin-2026-harness-updating.pdf,24,82726,0,Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents,Minhua Lin; Juncheng Wu; Zijun Wang; Zhan Shi; Yisi Sang; Bing He; Zewen Liu; Tianxin Wei; Zongyu Wu; Zhiwei Zhang; Dakuo Wang; Xiang Zhang; Benoit Dumoulin; Cihang Xie; Yuyin Zhou; Suhang Wang; Hanqing Lu,ok,
zhang-2026-self-harness,self-improving-harnesses,papers/academic/zhang-2026-self-harness.pdf,31,70957,0,Self-Harness: Harnesses That Improve Themselves,Hangfan Zhang; Shao Zhang; Kangcong Li; Chen Zhang; Yang Chen; Yiqun Zhang; Lei Bai; Shuyue Hu,ok,
luo-2026-harnessbank,self-improving-harnesses,papers/academic/luo-2026-harnessbank.pdf,9,38846,0,HarnessBank: Semantic Gene-Bank Search with Gated Verification for Agent-Harness Self-Evolution,Xiaotian Luo; Dizhan Xue; Fengxingyu Wang; Chuanrui Hu; Yafeng Deng,ok,
zhou-2026-hsi,self-improving-harnesses,papers/academic/zhou-2026-hsi.pdf,23,87963,0,Hierarchical Self-Improvement: A Framework for Task-Specific Evolvable Agent Harnesses,Tailin Zhou,ok,
wei-2026-evo-harness,self-improving-harnesses,papers/academic/wei-2026-evo-harness.pdf,16,59840,0,Evo-Harness: Context-to-Harness Skill Compilation for Self-Evolving Agents,Tianxin Wei; Zhan Shi; Minhua Lin; Bing He; Zewen Liu; Yisi Sang; Yuanchen Bei; Xuying Ning; Jiaru Zou; Ting-Wei Li; Xiao Lin; Yanjun Zhao; Chi Wang; Benoit Dumoulin; Dakuo Wang; Jingrui He; Hanqing Lu,ok,
