source_id,arxiv_id,title,authors,published,updated,primary_category,categories,doi,journal_reference,metadata_source
xie-2025-planning-barriers,,Revealing the Barriers of Language Agents in Planning,Jian Xie; Kexun Zhang; Jiangjie Chen; Siyu Yuan; Kai Zhang; Yikai Zhang; Lei Li; Yanghua Xiao,,,,,,,ACL Anthology record
greshake-2023-indirect-injection,2302.12173,Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,Kai Greshake; Sahar Abdelnabi; Shailesh Mishra; Christoph Endres; Thorsten Holz; Mario Fritz,2023-02-23T17:14:38Z,2023-05-05T14:26:17Z,cs.CR,cs.CR; cs.AI; cs.CL; cs.CY,,,arXiv API
ruan-2023-toolemu,2309.15817,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,Yangjun Ruan; Honghua Dong; Andrew Wang; Silviu Pitis; Yongchao Zhou; Jimmy Ba; Yann Dubois; Chris J. Maddison; Tatsunori Hashimoto,2023-09-25T17:08:02Z,2024-05-17T17:17:45Z,cs.AI,cs.AI; cs.CL; cs.LG,,,arXiv API
zhan-2024-injecagent,2403.02691,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,Qiusi Zhan; Zhixiang Liang; Zifan Ying; Daniel Kang,2024-03-05T06:21:45Z,2024-08-04T04:52:35Z,cs.CL,cs.CL; cs.CR,,,arXiv API
debenedetti-2024-agentdojo,2406.13352,AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents,Edoardo Debenedetti; Jie Zhang; Mislav Balunović; Luca Beurer-Kellner; Marc Fischer; Florian Tramèr,2024-06-19T08:55:56Z,2024-11-24T22:04:23Z,cs.CR,cs.CR; cs.LG,,,arXiv API
wallace-2024-instruction-hierarchy,2404.13208,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,Eric Wallace; Kai Xiao; Reimar Leike; Lilian Weng; Johannes Heidecke; Alex Beutel,2024-04-19T22:55:23Z,2024-04-19T22:55:23Z,cs.CR,cs.CR; cs.CL; cs.LG,,,arXiv API
aleithan-2024-swe-bench-plus,2410.06992,SWE-Bench+: Enhanced Coding Benchmark for LLMs,Reem Aleithan; Haoran Xue; Mohammad Mahdi Mohajer; Elijah Nnorom; Gias Uddin; Song Wang,2024-10-09T15:38:53Z,2024-10-10T13:13:09Z,cs.SE,cs.SE,,,arXiv API
wang-2026-swe-solved-correctly,2503.15223,"Are ""Solved Issues"" in SWE-bench Really Solved Correctly? An Empirical Study",You Wang; Michael Pradel; Zhongxin Liu,2025-03-19T14:02:21Z,2025-09-09T02:59:54Z,cs.SE,cs.SE,10.1145/3744916.3764576,,arXiv API
zhu-2025-rigorous-agentic-benchmarks,2507.02825,Establishing Best Practices for Building Rigorous Agentic Benchmarks,Yuxuan Zhu; Tengjun Jin; Yada Pruksachatkun; Andy Zhang; Shu Liu; Sasha Cui; Sayash Kapoor; Shayne Longpre; Kevin Meng; Rebecca Weiss; Fazl Barez; Rahul Gupta; Jwala Dhamala; Jacob Merizian; Mario Giulianelli; Harry Coppock; Cozmin Ududec; Jasjeet Sekhon; Jacob Steinhardt; Antony Kellermann; Sarah Schwettmann; Matei Zaharia; Ion Stoica; Percy Liang; Daniel Kang,2025-07-03T17:35:31Z,2025-08-07T06:58:08Z,cs.AI,cs.AI,,,arXiv API
stroebl-2026-inference-scaling-flaws,2411.17501,The Limits of Inference Scaling Through Resampling,Benedikt Stroebl; Sayash Kapoor; Arvind Narayanan,2024-11-26T15:13:06Z,2026-03-26T17:29:54Z,cs.LG,cs.LG; cs.AI,,,arXiv API
siegel-2025-core-bench,2409.11363,CORE-Bench: Fostering the Credibility of Published Research Through a Computational Reproducibility Agent Benchmark,Zachary S. Siegel; Sayash Kapoor; Nitya Nadgir; Benedikt Stroebl; Arvind Narayanan,2024-09-17T17:13:19Z,2026-06-22T22:36:12Z,cs.CL,cs.CL; cs.AI; cs.MA,,,arXiv API
kwa-2025-long-software-tasks,,Measuring AI Ability to Complete Long Software Tasks,Thomas Kwa; Ben West; Joel Becker; Amy Deng; Katharyn Garcia; Max Hasin; Sami Jawhar; Megan Kinniment; Nate Rush; Sydney Von Arx; Ryan Bloom; Thomas Broadley; Haoxing Du; Brian Goodrich; Nikola Jurkovic; Luke Harold Miles; Seraphina Nix; Tao Lin; Chris Painter; Neev Parikh; David Rein; Lucas Jun Koba Sato; Hjalmar Wijk; Daniel M. Ziegler; Elizabeth Barnes; Lawrence Chan,,,,,,,NeurIPS proceedings record
yao-2026-harness-bench,2605.27922,Harness-Bench: Measuring Harness Effects across Models in Realistic Agent Workflows,Yilun Yao; Xinyu Tan; Chao-Hsuan Liu; Yaoming Li; Zhengyang Wang; Wenhan Yu; Zhewen Tan; Yuxuan Tian; Guangxiang Zhao; Lin Sun; Xiangzheng Zhang; Tong Yang,2026-05-27T03:47:35Z,2026-05-27T03:47:35Z,cs.AI,cs.AI,,,arXiv API
prathifkumar-2025-swe-memory,2512.10218,Does SWE-Bench-Verified Test Agent Ability or Model Memory?,Thanosan Prathifkumar; Noble Saji Mathews; Meiyappan Nagappan,2025-12-11T02:11:06Z,2025-12-22T16:30:01Z,cs.SE,cs.SE,,,arXiv API
lewis-2020-rag,2005.11401,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Patrick Lewis; Ethan Perez; Aleksandra Piktus; Fabio Petroni; Vladimir Karpukhin; Naman Goyal; Heinrich Küttler; Mike Lewis; Wen-tau Yih; Tim Rocktäschel; Sebastian Riedel; Douwe Kiela,2020-05-22T21:34:34Z,2021-04-12T15:42:18Z,cs.CL,cs.CL; cs.LG,,,arXiv API
chen-2026-self-correction-illusion,2606.05976,The Self-Correction Illusion: Role Relabeling Gates Explicit Error Flagging in Large Language Models,Kuan-Yen Chen; Fang-Yi Su; Shih-Yen Lin; Bao Li; Jung-Hsien Chiang,2026-06-04T10:17:00Z,2026-07-31T08:26:14Z,cs.AI,cs.AI; cs.CL,,,arXiv API
chao-2026-stale,2605.06527,STALE: Can LLM Agents Know When Their Memories Are No Longer Valid?,Hanxiang Chao; Yihan Bai; Rui Sheng; Tianle Li; Yushi Sun,2026-05-07T16:31:15Z,2026-05-07T16:31:15Z,cs.CL,cs.CL,,,arXiv API
schaeffer-2025-power-laws,2502.17578,How Do Large Language Monkeys Get Their Power (Laws)?,Rylan Schaeffer; Joshua Kazdan; John Hughes; Jordan Juravsky; Sara Price; Aengus Lynch; Erik Jones; Robert Kirk; Azalia Mirhoseini; Sanmi Koyejo,2025-02-24T19:01:47Z,2025-02-24T19:01:47Z,cs.AI,cs.AI; cs.LG,,,arXiv API
yang-2025-revisiting-mad,2505.22960,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,Yongjin Yang; Euiin Yi; Jongwoo Ko; Kimin Lee; Zhijing Jin; Se-Young Yun,2025-05-29T01:02:55Z,2025-06-20T03:07:38Z,cs.AI,cs.AI; cs.LG,,,arXiv API
choi-2025-debate-or-vote,,Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?,Hyeong Kyu Choi; Xiaojin Zhu; Sharon Li,,,,,,,NeurIPS proceedings record
liu-2026-acemad,2603.06801,Breaking the Martingale Curse: Multi-Agent Debate via Asymmetric Cognitive Potential Energy,Yuhan Liu; Juntian Zhang; Yichen Wu; Martin Takac; Salem Lahlou; Xiuying Chen; Nils Lukas,2026-03-06T19:10:19Z,2026-03-06T19:10:19Z,cs.AI,cs.AI,,,arXiv API
guo-2026-agent-harness-survey,2606.20683,From Question Answering to Task Completion: A Survey on Agent System and Harness Design,Jianyuan Guo; Zhiwei Hao; Chengcheng Wang; Cheng Fan; Tingzhang Luo; Hongguang Li; Ying Gao; Hefei Mei; Jiankun Peng; Rongjian Xu; Minjing Dong; Han Wu; Mengyu Zheng; Kai Han; Shiqi Wang; Chang Xu; Yunhe Wang,2026-06-14T05:40:16Z,2026-06-14T05:40:16Z,cs.AI,cs.AI; cs.CL,,,arXiv API
pan-2026-natural-language-harnesses,2603.25723,Natural-Language Agent Harnesses,Linyue Pan; Lexiao Zou; Shuo Guo; Jingchen Ni; Hai-Tao Zheng,2026-03-26T17:58:15Z,2026-05-18T07:29:29Z,cs.CL,cs.CL; cs.AI,,,arXiv API
lee-2026-meta-harness,2603.28052,Meta-Harness: End-to-End Optimization of Model Harnesses,Yoonho Lee; Roshen Nair; Qizheng Zhang; Kangwook Lee; Omar Khattab; Chelsea Finn,2026-03-30T05:33:50Z,2026-03-30T05:33:50Z,cs.AI,cs.AI,,,arXiv API
ursekar-2026-harnessopt,2608.06301,HarnessOpt-Bench: Evaluating LLMs at Harness Optimization,Varun Ursekar; Apaar Shanker; Yash Maurya; Shehab Yasser; Vijay S. Kalmath; Veronica Chatrath; Yuan Xue,2026-08-06T17:21:05Z,2026-08-06T17:21:05Z,cs.AI,cs.AI; cs.CL; cs.LG,,,arXiv API
wu-2026-harnessdev,2609.01437,HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?,Yuhao Wu; Jingyuan Zhang; Jiajun Shi; Xinping Lei; Qingshui Gu; Yuxuan Zhang; Zexuan Wang; Chen He; Chen Huang; Maojia Song; Zhiyuan Zeng; Shaowen Wang; Jinkai Liu; Yunfeng Shi; Jiaheng Liu; Shen Yan; Wenhao Huang; Ge Zhang; Wenxuan Zhang,2026-09-01T15:45:33Z,2026-09-01T15:45:33Z,cs.SE,cs.SE; cs.CL,,,arXiv API
huang-2026-memoharness,2607.14159,MemoHarness: Agent Harnesses That Learn from Experience,Yue Huang; Wenjie Wang; Han Bao; Yuchen Ma; Xiaonan Luo; Yi Nian; Haomin Zhuang; Zheyuan Liu; Yue Zhao; Xiangliang Zhang,2026-07-14T21:22:18Z,2026-07-14T21:22:18Z,cs.AI,cs.AI; cs.CL,,,arXiv API
zhang-2026-jit-agent,2608.25593,JIT-Agent: Scaling Harness Intelligence via Just-in-Time Harness Evolution,Guibin Zhang; Leo Lu; Fangzhou Xie; Kang Zhu; Junhao Wang; Zhifei Xie; Zhaochen Yu; Zihang Liu; Zhongxiang Sun; Qiankun Li; Yue Liao; Heng Chang; Xiaobin Hu; Qibing Ren; Wangchunshu Zhou; Chuanrui Hu; Yafeng Deng; Shuicheng Yan,2026-08-26T10:05:33Z,2026-09-03T15:46:32Z,cs.CL,cs.CL; cs.LG,,,arXiv API
liu-2026-agentflow,2604.20801,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,Hanzhi Liu; Chaofan Shou; Xiaonan Liu; Hongbo Wen; Yanju Chen; Ryan Jingyang Fang; Yu Feng,2026-04-22T17:27:40Z,2026-04-22T17:27:40Z,cs.CR,cs.CR,,,arXiv API
luo-2026-autodesign,2608.13560,AutoDesign: Meta-Harness Optimization for Long-Horizon Agentic Design,Yaxin Luo; Haobin Jiang; Jialv Zou; Xu Huang; Wenhao Yan; Haodong Li; Zhengrong Yue; Jing Li; Xiaofu Chen; Xiaohan Zhao; Jiacheng Liu; Jiacheng Cui; Zhiqiang Shen; Xiaotong Li,2026-08-13T17:59:57Z,2026-08-13T17:59:57Z,cs.CV,cs.CV; cs.AI; cs.CL,,,arXiv API
ke-2026-quine,2603.18030,Quine: Realizing LLM Agents as Native POSIX Processes,Hao Ke,2026-03-08T05:32:46Z,2026-04-09T01:29:42Z,cs.OS,cs.OS; cs.AI; cs.PL; cs.SE,,,arXiv API
schmidhuber-2003-godel-machines,cs/0309048,Goedel Machines: Self-Referential Universal Problem Solvers Making Provably Optimal Self-Improvements,Juergen Schmidhuber,2003-09-25T15:59:46Z,2006-12-17T23:01:13Z,cs.LO,cs.LO; cs.AI,,"Variants published in ""Adaptive Agents and Multi-Agent Systems II"", LNCS 3394, p. 1-23, Springer, 2005: ISBN 978-3-540-25260-3; as well as in Proc. ICANN 2005, LNCS 3697, p. 223-233, Springer, 2005 (plenary talk); as well as in ""Artificial General Intelligence"", Series: Cognitive Technologies, Springer, 2006: ISBN-13: 978-3-540-23733-4",arXiv API
cawley-2010-model-selection-overfitting,,On Over-fitting in Model Selection and Subsequent Selection Bias in Performance Evaluation,Gavin C. Cawley; Nicola L. C. Talbot,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,,,,Journal of Machine Learning Research 11 (2010) 2079-2107,JMLR record
dwork-2015-adaptive-holdout,1506.02629,Generalization in Adaptive Data Analysis and Holdout Reuse,Cynthia Dwork; Vitaly Feldman; Moritz Hardt; Toniann Pitassi; Omer Reingold; Aaron Roth,2015-06-08T19:34:29Z,2015-09-25T19:04:32Z,cs.LG,cs.LG; cs.DS,,,arXiv API
blum-2015-ladder,1502.04585,The Ladder: A Reliable Leaderboard for Machine Learning Competitions,Avrim Blum; Moritz Hardt,2015-02-16T15:53:03Z,2015-02-16T15:53:03Z,cs.LG,cs.LG,,,arXiv API
laroche-2019-spibb,1712.06924,Safe Policy Improvement with Baseline Bootstrapping,Romain Laroche; Paul Trichelair; Rémi Tachet des Combes,2017-12-19T13:43:41Z,2019-06-07T17:45:54Z,cs.LG,cs.LG; cs.AI; stat.ML,,,arXiv API
howard-2021-confidence-sequences,1810.08240,"Time-uniform, nonparametric, nonasymptotic confidence sequences",Steven R. Howard; Aaditya Ramdas; Jon McAuliffe; Jasjeet Sekhon,2018-10-18T19:05:00Z,2022-08-06T21:49:58Z,math.ST,math.ST; math.PR; stat.ME,10.1214/20-AOS1991,Ann. Statist. 49(2): 1055-1080 (April 2021),arXiv API
khattab-2023-dspy,2310.03714,DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines,Omar Khattab; Arnav Singhvi; Paridhi Maheshwari; Zhiyuan Zhang; Keshav Santhanam; Sri Vardhamanan; Saiful Haq; Ashutosh Sharma; Thomas T. Joshi; Hanna Moazam; Heather Miller; Matei Zaharia; Christopher Potts,2023-10-05T17:37:25Z,2023-10-05T17:37:25Z,cs.CL,cs.CL; cs.AI; cs.IR; cs.LG,,,arXiv API
fernando-2023-promptbreeder,2309.16797,Promptbreeder: Self-Referential Self-Improvement Via Prompt Evolution,Chrisantha Fernando; Dylan Banarse; Henryk Michalewski; Simon Osindero; Tim Rocktäschel,2023-09-28T19:01:07Z,2023-09-28T19:01:07Z,cs.CL,cs.CL; cs.AI; cs.LG; cs.NE,,,arXiv API
cai-2023-latm,2305.17126,Large Language Models as Tool Makers,Tianle Cai; Xuezhi Wang; Tengyu Ma; Xinyun Chen; Denny Zhou,2023-05-26T17:50:11Z,2024-03-11T01:15:09Z,cs.LG,cs.LG; cs.AI; cs.CL; stat.ML,,,arXiv API
yuan-2023-craft,2309.17428,CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets,Lifan Yuan; Yangyi Chen; Xingyao Wang; Yi R. Fung; Hao Peng; Heng Ji,2023-09-29T17:40:26Z,2024-03-13T05:39:25Z,cs.CL,cs.CL; cs.AI; cs.LG,,,arXiv API
zelikman-2024-stop,2310.02304,Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation,Eric Zelikman; Eliana Lorch; Lester Mackey; Adam Tauman Kalai,2023-10-03T17:59:32Z,2024-08-16T17:28:08Z,cs.CL,cs.CL; cs.AI; cs.LG; stat.ML,,,arXiv API
zhang-2024-agentoptimizer,2402.11359,Offline Training of Language Model Agents with Functions as Learnable Weights,Shaokun Zhang; Jieyu Zhang; Jiale Liu; Linxin Song; Chi Wang; Ranjay Krishna; Qingyun Wu,2024-02-17T18:31:21Z,2024-07-30T18:22:00Z,cs.AI,cs.AI; cs.CL,,,arXiv API
zhuge-2024-gptswarm,2402.16823,Language Agents as Optimizable Graphs,Mingchen Zhuge; Wenyi Wang; Louis Kirsch; Francesco Faccio; Dmitrii Khizbullin; Jürgen Schmidhuber,2024-02-26T18:48:27Z,2024-08-22T13:06:51Z,cs.AI,cs.AI; cs.CL; cs.LG; cs.MA,,,arXiv API
hu-2024-adas,2408.08435,Automated Design of Agentic Systems,Shengran Hu; Cong Lu; Jeff Clune,2024-08-15T21:59:23Z,2025-03-02T05:13:28Z,cs.AI,cs.AI,,,arXiv API
zhang-2024-aflow,2410.10762,AFlow: Automating Agentic Workflow Generation,Jiayi Zhang; Jinyu Xiang; Zhaoyang Yu; Fengwei Teng; Xionghui Chen; Jiaqi Chen; Mingchen Zhuge; Xin Cheng; Sirui Hong; Jinlin Wang; Bingnan Zheng; Bang Liu; Yuyu Luo; Chenglin Wu,2024-10-14T17:40:40Z,2025-04-15T02:44:55Z,cs.AI,cs.AI; cs.CL; cs.LG; cs.SE,,,arXiv API
li-2024-autoflow,2407.12821,AutoFlow: Automated Workflow Generation for Large Language Model Agents,Zelong Li; Shuyuan Xu; Kai Mei; Wenyue Hua; Balaji Rama; Om Raheja; Hao Wang; He Zhu; Yongfeng Zhang,2024-07-01T21:05:02Z,2024-07-01T21:05:02Z,cs.CL,cs.CL; cs.AI; cs.LG,,,arXiv API
shang-2024-agentsquare,2410.06153,AgentSquare: Automatic LLM Agent Search in Modular Design Space,Yu Shang; Yu Li; Keyu Zhao; Likai Ma; Jiahe Liu; Fengli Xu; Yong Li,2024-10-08T15:52:42Z,2025-02-27T13:33:55Z,cs.CL,cs.CL,,,arXiv API
zhou-2024-symbolic-learning,2406.18532,Symbolic Learning Enables Self-Evolving Agents,Wangchunshu Zhou; Yixin Ou; Shengwei Ding; Long Li; Jialong Wu; Tiannan Wang; Jiamin Chen; Shuai Wang; Xiaohua Xu; Ningyu Zhang; Huajun Chen; Yuchen Eleanor Jiang,2024-06-26T17:59:18Z,2024-06-26T17:59:18Z,cs.CL,cs.CL; cs.AI; cs.LG,,,arXiv API
yuan-2024-evoagent,2406.14228,EvoAgent: Towards Automatic Multi-Agent Generation via Evolutionary Algorithms,Siyu Yuan; Kaitao Song; Jiangjie Chen; Xu Tan; Dongsheng Li; Deqing Yang,2024-06-20T11:49:23Z,2025-03-10T02:42:01Z,cs.AI,cs.AI,,,arXiv API
yuksekgonul-2024-textgrad,2406.07496,"TextGrad: Automatic ""Differentiation"" via Text",Mert Yuksekgonul; Federico Bianchi; Joseph Boen; Sheng Liu; Zhi Huang; Carlos Guestrin; James Zou,2024-06-11T17:32:21Z,2024-06-11T17:32:21Z,cs.CL,cs.CL; cs.AI; cs.LG,,,arXiv API
yin-2024-godel-agent,2410.04444,Gödel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement,Xunjian Yin; Xinyi Wang; Liangming Pan; Li Lin; Xiaojun Wan; William Yang Wang,2024-10-06T10:49:40Z,2025-05-31T07:33:17Z,cs.AI,cs.AI,,,arXiv API
sheng-2024-self-improving-computer-agent,2404.11964,From Language Models to Practical Self-Improving Computer Agents,Alex Sheng,2024-04-18T07:50:10Z,2024-04-18T07:50:10Z,cs.AI,cs.AI,,,arXiv API
nagle-2024-prompt-compression-rate-distortion,2407.15504,Fundamental Limits of Prompt Compression: A Rate-Distortion Framework for Black-Box Language Models,Alliot Nagle; Adway Girish; Marco Bondaschi; Michael Gastpar; Ashok Vardhan Makkuva; Hyeji Kim,2024-07-22T09:40:13Z,2024-12-11T01:59:36Z,cs.LG,cs.LG; cs.CL; cs.IT,,,arXiv API
wang-2024-quito-x,2408.10497,QUITO-X: A New Perspective on Context Compression from the Information Bottleneck Theory,Yihang Wang; Xu Huang; Bowen Tian; Yueyang Su; Lei Yu; Huaming Liao; Yixing Fan; Jiafeng Guo; Xueqi Cheng,2024-08-20T02:44:45Z,2025-10-13T07:51:33Z,cs.CL,cs.CL; cs.AI,,,arXiv API
robeyns-2025-sica,2504.15228,A Self-Improving Coding Agent,Maxime Robeyns; Martin Szummer; Laurence Aitchison,2025-04-21T16:58:18Z,2025-05-16T20:58:56Z,cs.AI,cs.AI,,,arXiv API
zhang-2025-darwin-godel-machine,2505.22954,Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents,Jenny Zhang; Shengran Hu; Cong Lu; Robert Lange; Jeff Clune,2025-05-29T00:26:15Z,2026-03-12T23:47:40Z,cs.AI,cs.AI,,,arXiv API
li-2025-agentswift,2506.06017,AgentSwift: Efficient LLM Agent Design via Value-guided Hierarchical Search,Yu Li; Lehui Li; Zhihao Wu; Qingmin Liao; Jianye Hao; Kun Shao; Fengli Xu; Yong Li,2025-06-06T12:07:23Z,2025-11-20T15:55:58Z,cs.CL,cs.CL,,,arXiv API
zhang-2025-maas,2502.04180,Multi-agent Architecture Search via Agentic Supernet,Guibin Zhang; Luyang Niu; Junfeng Fang; Kun Wang; Lei Bai; Xiang Wang,2025-02-06T16:12:06Z,2025-06-09T05:15:47Z,cs.LG,cs.LG; cs.CL; cs.MA,,,arXiv API
wang-2025-scoreflow,2502.04306,ScoreFlow: Mastering LLM Agent Workflows via Score-based Preference Optimization,Yinjie Wang; Ling Yang; Guohao Li; Mengdi Wang; Bryon Aragam,2025-02-06T18:47:49Z,2025-02-06T18:47:49Z,cs.CL,cs.CL,,,arXiv API
agrawal-2025-gepa,2507.19457,GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,Lakshya A Agrawal; Shangyin Tan; Dilara Soylu; Noah Ziems; Rishi Khare; Krista Opsahl-Ong; Arnav Singhvi; Herumb Shandilya; Michael J Ryan; Meng Jiang; Christopher Potts; Koushik Sen; Alexandros G. Dimakis; Ion Stoica; Dan Klein; Matei Zaharia; Omar Khattab,2025-07-25T17:42:32Z,2026-02-14T11:42:30Z,cs.CL,cs.CL; cs.AI; cs.LG; cs.SE,,,arXiv API
gao-2025-self-evolving-agent-survey,2507.21046,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",Huan-ang Gao; Jiayi Geng; Wenyue Hua; Mengkang Hu; Xinzhe Juan; Hongzhang Liu; Shilong Liu; Jiahao Qiu; Xuan Qi; Yiran Wu; Hongru Wang; Han Xiao; Yuhang Zhou; Shaokun Zhang; Jiayi Zhang; Jinyu Xiang; Yixiong Fang; Qiwen Zhao; Dongrui Liu; Qihan Ren; Cheng Qian; Zhenhailong Wang; Minda Hu; Huazheng Wang; Qingyun Wu; Heng Ji; Mengdi Wang,2025-07-28T17:59:05Z,2026-01-16T20:59:08Z,cs.AI,cs.AI,,,arXiv API
wolflein-2025-toolmaker,2502.11705,LLM Agents Making Agent Tools,Georg Wölflein; Dyke Ferber; Daniel Truhn; Ognjen Arandjelović; Jakob Nikolas Kather,2025-02-17T11:44:11Z,2025-05-29T18:47:41Z,cs.CL,cs.CL; cs.AI; cs.LG; cs.MA,,,arXiv API
zhang-2025-ace,2510.04618,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,Qizheng Zhang; Changran Hu; Shubhangi Upasani; Boyuan Ma; Fenglu Hong; Vamsidhar Kamanuru; Jay Rainton; Chen Wu; Mengmeng Ji; Hanchen Li; Urmish Thakker; James Zou; Kunle Olukotun,2025-10-06T09:30:18Z,2026-03-29T09:18:02Z,cs.LG,cs.LG; cs.AI; cs.CL,,,arXiv API
schneider-2025-overtuning,2506.19540,Overtuning in Hyperparameter Optimization,Lennart Schneider; Bernd Bischl; Matthias Feurer,2025-06-24T11:49:48Z,2025-06-24T11:49:48Z,cs.LG,cs.LG; stat.ML,,,arXiv API
abuzakuk-2026-awo,2601.22037,Optimizing Agentic Workflows using Meta-tools,Sami Abuzakuk; Anne-Marie Kermarrec; Rishi Sharma; Rasmus Moorits Veski; Martijn de Vos,2026-01-29T17:43:08Z,2026-02-02T14:41:41Z,cs.AI,cs.AI; cs.LG,,,arXiv API
hu-2026-evomas,2602.06511,EvoMAS: Evolutionary Generation of Multi-Agent Systems,Yuntong Hu; Yuting Zhang; Matthew Trager; Yi Zhang; Shuo Yang; Wei Xia; Stefano Soatto,2026-02-06T09:01:35Z,2026-05-27T15:56:12Z,cs.LG,cs.LG,,ICML2026,arXiv API
yue-2026-workflow-optimization-survey,2603.22386,From Static Templates to Dynamic Runtime Graphs: A Survey of Workflow Optimization for LLM Agents,Ling Yue; Kushal Raj Bhandari; Ching-Yun Ko; Dhaval Patel; Shuxin Lin; Nianjun Zhou; Jianxi Gao; Pin-Yu Chen; Shaowu Pan,2026-03-23T17:42:59Z,2026-03-23T17:42:59Z,cs.AI,cs.AI; cs.CL,,,arXiv API
shannon-1959-rate-distortion,,Coding Theorems for a Discrete Source With a Fidelity Criterion,Claude E. Shannon,1959-03-01T00:00:00Z,1959-03-01T00:00:00Z,,,10.1109/TIT.1959.1057299,IRE National Convention Record 4 (1959) 142-163,IEEE record and openly accessible author-copy scan
weitzman-1979-optimal-search,,Optimal Search for the Best Alternative,Martin L. Weitzman,1979-05-01T00:00:00Z,1979-05-01T00:00:00Z,,,10.2307/1910412,Econometrica 47(3) (1979) 641-654,Econometric Society record and author copy
tishby-2000-information-bottleneck,physics/0004057,The information bottleneck method,Naftali Tishby; Fernando C. Pereira; William Bialek,2000-04-24T15:22:30Z,2000-04-24T15:22:30Z,physics.data-an,physics.data-an; cond-mat.dis-nn; cs.LG; nlin.AO,,,arXiv API
hutter-2002-fastest-provable-program,cs/0206022,The Fastest and Shortest Algorithm for All Well-Defined Problems,Marcus Hutter,2002-06-14T11:04:44Z,2002-06-14T11:04:44Z,cs.CC,cs.CC; cs.LO,,"International Journal of Foundations of Computer Science, Vol.13, No.3, June 2002, 431-443",arXiv API
smith-2006-optimizers-curse,,The Optimizer's Curse: Skepticism and Postdecision Surprise in Decision Analysis,James E. Smith; Robert L. Winkler,2006-03-01T00:00:00Z,2006-03-01T00:00:00Z,,,10.1287/mnsc.1050.0451,Management Science 52(3) (2006) 311-322,INFORMS record and author copy
solar-lezama-2006-sketch,,Combinatorial Sketching for Finite Programs,Armando Solar-Lezama; Liviu Tancau; Rastislav Bodik; Sanjit Seshia; Vijay Saraswat,2006-10-01T00:00:00Z,2006-10-01T00:00:00Z,,,10.1145/1168857.1168907,ASPLOS XII (2006) 404-415,ACM record and author copy
alur-2013-sygus,,Syntax-Guided Synthesis,Rajeev Alur; Rastislav Bodik; Garvit Juniwal; Milo M. K. Martin; Mukund Raghothaman; Sanjit A. Seshia; Rishabh Singh; Armando Solar-Lezama; Emina Torlak; Abhishek Udupa,2013-10-01T00:00:00Z,2013-10-01T00:00:00Z,,,10.1109/FMCAD.2013.6679385,FMCAD 2013 1-8,IEEE record and author copy
hardt-2014-adaptive-hardness,1408.1655,Preventing False Discovery in Interactive Data Analysis is Hard,Moritz Hardt; Jonathan Ullman,2014-08-06T17:39:56Z,2014-08-06T17:39:56Z,cs.LG,cs.LG; cs.CC; cs.DS,,,arXiv API
russo-2016-adaptive-bias,1511.05219,How much does your data exploration overfit? Controlling bias via information usage,Daniel Russo; James Zou,2015-11-16T23:36:25Z,2019-10-08T01:14:03Z,stat.ML,stat.ML; cs.LG,,,arXiv API
jamieson-2016-successive-halving,1502.07943,Non-stochastic Best Arm Identification and Hyperparameter Optimization,Kevin Jamieson; Ameet Talwalkar,2015-02-27T15:58:45Z,2015-02-27T15:58:45Z,cs.LG,cs.LG; stat.ML,,,arXiv API
everitt-2016-self-modification,1605.03142,Self-Modification of Policy and Utility Function in Rational Agents,Tom Everitt; Daniel Filan; Mayank Daswani; Marcus Hutter,2016-05-10T18:25:49Z,2016-05-10T18:25:49Z,cs.AI,cs.AI,,,arXiv API
taylor-2020-bounded-rational-self-modification,2011.06275,Performance of Bounded-Rational Agents With the Ability to Self-Modify,Jakub Tětek; Marek Sklenka; Tomáš Gavenčiak,2020-11-12T09:25:08Z,2021-01-18T09:55:26Z,cs.AI,cs.AI; cs.CY,,,arXiv API
wang-2025-statistical-limits,2510.04399,On The Statistical Limits of Self-Improving Agents,Charles L. Wang; Keir Dorchen; Peter Jin,2025-10-05T23:52:16Z,2026-08-11T17:14:39Z,cs.AI,cs.AI; cs.LG,,,arXiv API
