source_id,category,year,title,landing_url,pdf_url,publication_status
yue-2026-workflow-optimization-survey,self-improving-harnesses,2026,"From Static Templates to Dynamic Runtime Graphs: A Survey of Workflow Optimization for LLM Agents",https://arxiv.org/abs/2603.22386,https://arxiv.org/pdf/2603.22386,preprint
shannon-1959-rate-distortion,self-improving-harnesses,1959,"Coding Theorems for a Discrete Source With a Fidelity Criterion",https://ieeexplore.ieee.org/document/1057299,https://gwern.net/doc/cs/algorithm/information/1959-shannon.pdf,IRE-1959
weitzman-1979-optimal-search,self-improving-harnesses,1979,"Optimal Search for the Best Alternative",https://doi.org/10.2307/1910412,https://archive.org/download/optimalsearchfor00weit/optimalsearchfor00weit.pdf,Econometrica-1979
tishby-2000-information-bottleneck,self-improving-harnesses,2000,"The Information Bottleneck Method",https://arxiv.org/abs/physics/0004057,https://arxiv.org/pdf/physics/0004057,Allerton-1999
hutter-2002-fastest-provable-program,self-improving-harnesses,2002,"The Fastest and Shortest Algorithm for All Well-Defined Problems",https://arxiv.org/abs/cs/0206022,https://arxiv.org/pdf/cs/0206022,IJFCS-2002
smith-2006-optimizers-curse,self-improving-harnesses,2006,"The Optimizer's Curse: Skepticism and Postdecision Surprise in Decision Analysis",https://doi.org/10.1287/mnsc.1050.0451,https://jimsmith.host.dartmouth.edu/wp-content/uploads/2022/04/The_Optimizers_Curse.pdf,Management-Science-2006
solar-lezama-2006-sketch,self-improving-harnesses,2006,"Combinatorial Sketching for Finite Programs",https://doi.org/10.1145/1168857.1168907,https://people.csail.mit.edu/asolar/papers/asplos06-final.pdf,ASPLOS-2006
alur-2013-sygus,self-improving-harnesses,2013,"Syntax-Guided Synthesis",https://doi.org/10.1109/FMCAD.2013.6679385,https://www.microsoft.com/en-us/research/wp-content/uploads/2013/05/fmcad13.pdf,FMCAD-2013
hardt-2014-adaptive-hardness,self-improving-harnesses,2014,"Preventing False Discovery in Interactive Data Analysis Is Hard",https://arxiv.org/abs/1408.1655,https://arxiv.org/pdf/1408.1655,FOCS-2014
russo-2016-adaptive-bias,self-improving-harnesses,2016,"How Much Does Your Data Exploration Overfit? Controlling Bias via Information Usage",https://arxiv.org/abs/1511.05219,https://arxiv.org/pdf/1511.05219,IEEE-TIT-2020
jamieson-2016-successive-halving,self-improving-harnesses,2016,"Non-stochastic Best Arm Identification and Hyperparameter Optimization",https://arxiv.org/abs/1502.07943,https://arxiv.org/pdf/1502.07943,AISTATS-2016
everitt-2016-self-modification,self-improving-harnesses,2016,"Self-Modification of Policy and Utility Function in Rational Agents",https://arxiv.org/abs/1605.03142,https://arxiv.org/pdf/1605.03142,AGI-2016
taylor-2020-bounded-rational-self-modification,self-improving-harnesses,2020,"Performance of Bounded-Rational Agents With the Ability to Self-Modify",https://arxiv.org/abs/2011.06275,https://arxiv.org/pdf/2011.06275,AAAI-2021
wang-2025-statistical-limits,self-improving-harnesses,2025,"On the Statistical Limits of Self-Improving Agents",https://arxiv.org/abs/2510.04399,https://arxiv.org/pdf/2510.04399,preprint
chen-2023-autoagents,self-improving-harnesses,2023,"AutoAgents: A Framework for Automatic Agent Generation",https://arxiv.org/abs/2309.17288,https://arxiv.org/pdf/2309.17288,IJCAI-2024
yang-2024-agentoccam,self-improving-harnesses,2024,"AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents",https://arxiv.org/abs/2410.13825,https://arxiv.org/pdf/2410.13825,ICLR-2025
saad-falcon-2024-archon,self-improving-harnesses,2024,"Archon: An Architecture Search Framework for Inference-Time Techniques",https://arxiv.org/abs/2409.15254,https://arxiv.org/pdf/2409.15254,ICML-2025
dang-2025-evolving-orchestration,self-improving-harnesses,2025,"Multi-Agent Collaboration via Evolving Orchestration",https://arxiv.org/abs/2505.19591,https://arxiv.org/pdf/2505.19591,NeurIPS-2025
zhang-2025-swarmagentic,self-improving-harnesses,2025,"SwarmAgentic: Towards Fully Automated Agentic System Generation via Swarm Intelligence",https://arxiv.org/abs/2506.15672,https://arxiv.org/pdf/2506.15672,EMNLP-2025
wang-2025-evoagentx,self-improving-harnesses,2025,"EvoAgentX: An Automated Framework for Evolving Agentic Workflows",https://arxiv.org/abs/2507.03616,https://arxiv.org/pdf/2507.03616,EMNLP-2025-System-Demo
tang-2025-autoagent,self-improving-harnesses,2025,"AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents",https://arxiv.org/abs/2502.05957,https://arxiv.org/pdf/2502.05957,Findings-ACL-2026
zhao-2025-a2flow,self-improving-harnesses,2025,"A2Flow: Automating Agentic Workflow Generation via Self-Adaptive Abstraction Operators",https://arxiv.org/abs/2511.20693,https://arxiv.org/pdf/2511.20693,AAAI-2026
lou-2026-autoharness,self-improving-harnesses,2026,"AutoHarness: Improving LLM Agents by Automatically Synthesizing a Code Harness",https://arxiv.org/abs/2603.03329,https://arxiv.org/pdf/2603.03329,preprint
yang-2026-evotool,self-improving-harnesses,2026,"EVOTOOL: Self-Evolving Tool-Use Policy Optimization in LLM Agents via Blame-Aware Mutation and Diversity-Aware Selection",https://aclanthology.org/2026.acl-long.2016/,https://aclanthology.org/2026.acl-long.2016.pdf,ACL-2026-Long
cheng-2026-mem2evolve,self-improving-harnesses,2026,"Mem2Evolve: Towards Self-Evolving Agents via Co-Evolutionary Capability Expansion and Experience Distillation",https://aclanthology.org/2026.acl-long.952/,https://aclanthology.org/2026.acl-long.952.pdf,ACL-2026-Long
liu-2026-adaptive-auto-harness,self-improving-harnesses,2026,"Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams",https://arxiv.org/abs/2606.01770,https://arxiv.org/pdf/2606.01770,preprint
lin-2026-harness-updating,self-improving-harnesses,2026,"Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents",https://arxiv.org/abs/2605.30621,https://arxiv.org/pdf/2605.30621,preprint
zhang-2026-self-harness,self-improving-harnesses,2026,"Self-Harness: Harnesses That Improve Themselves",https://arxiv.org/abs/2606.09498,https://arxiv.org/pdf/2606.09498,preprint
luo-2026-harnessbank,self-improving-harnesses,2026,"HarnessBank: Semantic Gene-Bank Search with Gated Verification for Agent-Harness Self-Evolution",https://arxiv.org/abs/2607.13683,https://arxiv.org/pdf/2607.13683,preprint
zhou-2026-hsi,self-improving-harnesses,2026,"Hierarchical Self-Improvement: A Framework for Task-Specific Evolvable Agent Harnesses",https://arxiv.org/abs/2608.08466,https://arxiv.org/pdf/2608.08466,preprint
wei-2026-evo-harness,self-improving-harnesses,2026,"Evo-Harness: Context-to-Harness Skill Compilation for Self-Evolving Agents",https://arxiv.org/abs/2608.15071,https://arxiv.org/pdf/2608.15071,preprint
