source_id,title,authors_or_org,year,source_class,publication_status,canonical_url,pdf_path,note_path,accessed,sha256,review_status,license_or_access_notes
harness-openhands,OpenHands Software Agent SDK,OpenHands,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/OpenHands/software-agent-sdk,,source-notes/harness-openhands.md,2026-09-04,,reviewed,MIT; snapshot: SDK v1.44.1; commit f47083cc370a85160f0348f32e531ee3514399e5
harness-pocketflow,PocketFlow,The-Pocket,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/The-Pocket/PocketFlow,,source-notes/harness-pocketflow.md,2026-09-04,,reviewed,MIT; snapshot: main commit f74d023f93607b8c3268133339a5e532a949898c
harness-pydantic-ai,Pydantic AI and Pydantic AI Harness,Pydantic,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/pydantic/pydantic-ai,,source-notes/harness-pydantic-ai.md,2026-09-04,,reviewed,MIT for both repositories; snapshot: core v2.39.0 / 7d85a07ec8e90f0741e8bd488ce1c4d0898f4618; Harness v0.29.0 / ec4b8615ac820bd5b93f19c00c52db29682a6e96
harness-semantic-kernel,Semantic Kernel,Microsoft,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/microsoft/semantic-kernel,,source-notes/harness-semantic-kernel.md,2026-09-04,,reviewed,MIT; snapshot: dotnet-1.80.1; commit f8c5ba7aec210c986086a997fc4eef65190666eb
harness-smolagents,smolagents,Hugging Face,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/huggingface/smolagents,,source-notes/harness-smolagents.md,2026-09-04,,reviewed,Apache-2.0; snapshot: v1.26.0; commit 30bb1161095dbae2271e6bc3cc4c219cc3897a57
harness-swe-agent,SWE-agent,SWE-agent,2026,official-implementation-evidence,versioned official implementation documentation,https://github.com/SWE-agent/SWE-agent,,source-notes/harness-swe-agent.md,2026-09-04,,reviewed,MIT; snapshot: v1.1.0; main commit 3ea751c087f32b16e039a2233dd6eefecef325d5
howard-2021-confidence-sequences,"Time-uniform, Nonparametric, Nonasymptotic Confidence Sequences",Steven R. Howard; Aaditya Ramdas; Jon McAuliffe; Jasjeet Sekhon,2021,academic-publication,Annals-of-Statistics-2021,https://arxiv.org/abs/1810.08240,papers/academic/howard-2021-confidence-sequences.pdf,paper-notes/howard-2021-confidence-sequences.md,2026-09-04,eb3efd547349adfbff25514ae0854c142cd29b96b398be38c9000d69a2f64ca8,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
hu-2024-adas,Automated Design of Agentic Systems,Shengran Hu; Cong Lu; Jeff Clune,2024,academic-publication,ICLR-2025,https://arxiv.org/abs/2408.08435,papers/academic/hu-2024-adas.pdf,paper-notes/hu-2024-adas.md,2026-09-04,32eb1c1a6888e35fae0f618e33c58698b54d9c49bc063fef91ee591719fca376,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
hu-2025-hiagent,HiAgent: Hierarchical Working Memory Management for Solving Long-Horizon Agent Tasks with Large Language Model,Mengkang Hu; Tianxing Chen; Qiguang Chen; Yao Mu; Wenqi Shao; Ping Luo,2025,academic-publication,ACL-2025,https://arxiv.org/abs/2408.09559,papers/academic/hu-2025-hiagent.pdf,paper-notes/hu-2025-hiagent.md,2026-09-04,5e907a1013077f79041640294229f702c91a3b23673bed9649fb1bc773a4e25b,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
hu-2026-evomas,Evolutionary Generation of Multi-Agent Systems,Yuntong Hu; Yuting Zhang; Matthew Trager; Yi Zhang; Shuo Yang; Wei Xia; Stefano Soatto,2026,academic-preprint,preprint,https://arxiv.org/abs/2602.06511,papers/academic/hu-2026-evomas.pdf,paper-notes/hu-2026-evomas.md,2026-09-04,eb0825fda1b70a9522298d8b423fffe19d9b1cafbd183873bcfb457f8bc0892d,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
huang-2024-cannot-self-correct,Large Language Models Cannot Self-Correct Reasoning Yet,Jie Huang; Xinyun Chen; Swaroop Mishra; Huaixiu Steven Zheng; Adams Wei Yu; Xinying Song; Denny Zhou,2024,academic-publication,ICLR-2024,https://arxiv.org/abs/2310.01798,papers/academic/huang-2024-cannot-self-correct.pdf,paper-notes/huang-2024-cannot-self-correct.md,2026-09-04,15e1731e255ec6b217792a1e077926807da77e8e46b69e6c57dda30d67794761,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
huang-2026-memoharness,MemoHarness: Agent Harnesses That Learn from Experience,Yue Huang; Wenjie Wang; Han Bao; Yuchen Ma; Xiaonan Luo; Yi Nian; Haomin Zhuang; Zheyuan Liu; Yue Zhao; Xiangliang Zhang,2026,academic-preprint,preprint,https://arxiv.org/abs/2607.14159,papers/academic/huang-2026-memoharness.pdf,paper-notes/huang-2026-memoharness.md,2026-09-04,491dc8117001be021051c876e6dfef8617a5b6dd34a6030f765811c642ca7e9d,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
hutter-2002-fastest-provable-program,The Fastest and Shortest Algorithm for All Well-Defined Problems,Marcus Hutter,2002,academic-publication,IJFCS-2002,https://arxiv.org/abs/cs/0206022,papers/academic/hutter-2002-fastest-provable-program.pdf,paper-notes/hutter-2002-fastest-provable-program.md,2026-09-04,b08f86b49b4fb8607b87ec73bb46cfdb379e80ead363082e14cd36057f3279bd,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
jamieson-2016-successive-halving,Non-stochastic Best Arm Identification and Hyperparameter Optimization,Kevin Jamieson; Ameet Talwalkar,2016,academic-publication,AISTATS-2016,https://arxiv.org/abs/1502.07943,papers/academic/jamieson-2016-successive-halving.pdf,paper-notes/jamieson-2016-successive-halving.md,2026-09-04,52133bcd5f21b68964983cf77d15d51f10fc62fa67a22b5a2a8af4bbc82a91fa,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
jimenez-2024-swe-bench,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,Carlos E. Jimenez; John Yang; Alexander Wettig; Shunyu Yao; Kexin Pei; Ofir Press; Karthik Narasimhan,2024,academic-publication,ICLR-2024,https://arxiv.org/abs/2310.06770,papers/academic/jimenez-2024-swe-bench.pdf,paper-notes/jimenez-2024-swe-bench.md,2026-09-04,f7e8e1df64129742b8199a21a042734519a823a1dafd6f48f8f3ddcfb48ee296,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
jin-2026-heart-tool-primitives,Harness Engineering in LLM Tool Use via Agent-Native Reusable Tool Primitives,Haibo Jin; Suijin Wang; Xucheng Yu; Haojing Luo; Haohan Wang,2026,academic-preprint,preprint,https://arxiv.org/abs/2609.01736,papers/academic/jin-2026-heart-tool-primitives.pdf,paper-notes/jin-2026-heart-tool-primitives.md,2026-09-04,1e741d517eb9593cb7f4f07a5542d04288e86ad2a4c0c8260d9976f1ec08dfee,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
kapoor-2024-agents-matter,AI Agents That Matter,Sayash Kapoor; Benedikt Stroebl; Zachary S. Siegel; Nitya Nadgir; Arvind Narayanan,2024,academic-preprint,preprint,https://arxiv.org/abs/2407.01502,papers/academic/kapoor-2024-agents-matter.pdf,paper-notes/kapoor-2024-agents-matter.md,2026-09-04,1681013e0421f9d193ca5bb556b566f50d1e5eaa43d7a9700a31ca3dd0e2ff7a,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
kapoor-2026-hal,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,Sayash Kapoor; Benedikt Stroebl; Peter Kirgis; Nitya Nadgir; Zachary S Siegel; Boyi Wei; Tianci Xue; Ziru Chen; Felix Chen; Saiteja Utpala; Franck Ndzomga; Dheeraj Oruganty; Sophie Luskin; Kangheng Liu; Botao Yu; Amit Arora; Dongyoon Hahm; Harsh Trivedi; Huan Sun; Juyong Lee; Tengjun Jin; Yifan Mai; Yifei Zhou; Yuxuan Zhu; Rishi Bommasani; Daniel Kang; Dawn Song; Peter Henderson; Yu Su; Percy Liang; Arvind Narayanan,2026,academic-publication,ICLR-2026,https://arxiv.org/abs/2510.11977,papers/academic/kapoor-2026-hal.pdf,paper-notes/kapoor-2026-hal.md,2026-09-04,f224b5ef6ec2a9e1606878e39e81acd4e0ed8ac9f4d80b120f17266c5c281d0f,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
karpas-2022-mrkl,MRKL Systems: A modular neuro-symbolic architecture that combines large language models external knowledge sources and discrete reasoning,Ehud Karpas; Omri Abend; Yonatan Belinkov; Barak Lenz; Opher Lieber; Nir Ratner; Yoav Shoham; Hofit Bata; Yoav Levine; Kevin Leyton-Brown; Dor Muhlgay; Noam Rozen; Erez Schwartz; Gal Shachaf; Shai Shalev-Shwartz; Amnon Shashua; Moshe Tenenholtz,2022,academic-preprint,preprint,https://arxiv.org/abs/2205.00445,papers/academic/karpas-2022-mrkl.pdf,paper-notes/karpas-2022-mrkl.md,2026-09-04,50496293f221729999f03d17867bd0b7a84dba7275196684a1aa6fe06cca7257,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
ke-2026-quine,Quine: Realizing LLM Agents as Native POSIX Processes,Hao Ke,2026,academic-preprint,preprint,https://arxiv.org/abs/2603.18030,papers/academic/ke-2026-quine.pdf,paper-notes/ke-2026-quine.md,2026-09-04,ab9e29ad5aaf7ed9d805d72336bb8e53154c15c68dba2aec07dd146dfaa634e2,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
khattab-2023-dspy,DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines,Omar Khattab; Arnav Singhvi; Paridhi Maheshwari; Zhiyuan Zhang; Keshav Santhanam; Sri Vardhamanan; Saiful Haq; Ashutosh Sharma; Thomas T. Joshi; Hanna Moazam; Heather Miller; Matei Zaharia; Christopher Potts,2023,academic-publication,ICLR-2024,https://arxiv.org/abs/2310.03714,papers/academic/khattab-2023-dspy.pdf,paper-notes/khattab-2023-dspy.md,2026-09-04,5309836325c3a580b6c176242f49f21ca40e413b0acd514e74b67e16bb1b56bc,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
kwa-2025-long-software-tasks,Measuring AI Ability to Complete Long Software Tasks,Thomas Kwa; Ben West; Joel Becker; Amy Deng; Katharyn Garcia; Max Hasin; Sami Jawhar; Megan Kinniment; Nate Rush; Sydney Von Arx; Ryan Bloom; Thomas Broadley; Haoxing Du; Brian Goodrich; Nikola Jurkovic; Luke Harold Miles; Seraphina Nix; Tao Lin; Chris Painter; Neev Parikh; David Rein; Lucas Jun Koba Sato; Hjalmar Wijk; Daniel M. Ziegler; Elizabeth Barnes; Lawrence Chan,2025,academic-publication,NeurIPS-2025,https://papers.nips.cc/paper_files/paper/2025/hash/85069585133c4c168c865e65d72e9775-Abstract-Conference.html,papers/academic/kwa-2025-long-software-tasks.pdf,paper-notes/kwa-2025-long-software-tasks.md,2026-09-04,460e6d25522be8a6d83a13bbedf8f691cc4cfadc12a3e57adb783647515d1c60,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
langchain-2026-better-harness,Better Harness: A Recipe for Harness Hill-Climbing with Evals,Vivek Trivedy / LangChain,2026,engineering-blog,non-peer-reviewed practitioner source,https://www.langchain.com/blog/better-harness-a-recipe-for-harness-hill-climbing-with-evals,,source-notes/langchain-2026-better-harness.md,2026-09-04,,reviewed,Canonical web page reviewed; no redistributed snapshot archived.; snapshot: web version accessed 2026-09-04
laroche-2019-spibb,Safe Policy Improvement with Baseline Bootstrapping,Romain Laroche; Paul Trichelair; Rémi Tachet des Combes,2019,academic-publication,ICML-2019,https://arxiv.org/abs/1712.06924,papers/academic/laroche-2019-spibb.pdf,paper-notes/laroche-2019-spibb.md,2026-09-04,ebb7aa35960e803ff09eeabd0c1a8e53a790994ccff4c0a2e441a5faadaba10f,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
lee-2026-meta-harness,Meta-Harness: End-to-End Optimization of Model Harnesses,Yoonho Lee; Roshen Nair; Qizheng Zhang; Kangwook Lee; Omar Khattab; Chelsea Finn,2026,academic-preprint,preprint,https://arxiv.org/abs/2603.28052,papers/academic/lee-2026-meta-harness.pdf,paper-notes/lee-2026-meta-harness.md,2026-09-04,7d9b90f53a9f4801a090f1a4acb843340cde81e4f865f97d53fff2a6a570eb73,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
lewis-2020-rag,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Patrick Lewis; Ethan Perez; Aleksandra Piktus; Fabio Petroni; Vladimir Karpukhin; Naman Goyal; Heinrich Küttler; Mike Lewis; Wen-tau Yih; Tim Rocktäschel; Sebastian Riedel; Douwe Kiela,2020,academic-publication,NeurIPS-2020,https://arxiv.org/abs/2005.11401,papers/academic/lewis-2020-rag.pdf,paper-notes/lewis-2020-rag.md,2026-09-04,23e3249e9a1e75418d82efecab0ea8c4d033b89c93742f63208d47ce01f21233,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
li-2023-api-bank,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,Minghao Li; Yingxiu Zhao; Bowen Yu; Feifan Song; Hangyu Li; Haiyang Yu; Zhoujun Li; Fei Huang; Yongbin Li,2023,academic-publication,EMNLP-2023,https://arxiv.org/abs/2304.08244,papers/academic/li-2023-api-bank.pdf,paper-notes/li-2023-api-bank.md,2026-09-04,619006a4cfcdd1d2427e4d7cb0fd45d54803c16f238bdabde899d8e141958b92,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
li-2023-camel,CAMEL: Communicative Agents for Mind Exploration of Large Language Model Society,Guohao Li; Hasan Abed Al Kader Hammoud; Hani Itani; Dmitrii Khizbullin; Bernard Ghanem,2023,academic-publication,NeurIPS-2023,https://arxiv.org/abs/2303.17760,papers/academic/li-2023-camel.pdf,paper-notes/li-2023-camel.md,2026-09-04,926c73c2ae9f9abc7612ab58373e428476f4de55db78646ed59de09810db7777,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
li-2024-autoflow,AutoFlow: Automated Workflow Generation for Large Language Model Agents,Zelong Li; Shuyuan Xu; Kai Mei; Wenyue Hua; Balaji Rama; Om Raheja; Hao Wang; He Zhu; Yongfeng Zhang,2024,academic-preprint,preprint,https://arxiv.org/abs/2407.12821,papers/academic/li-2024-autoflow.pdf,paper-notes/li-2024-autoflow.md,2026-09-04,dee9185ced28099dcf689698051090a309bcaf584bf41dd95e7ec679c8bc2132,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
li-2024-more-agents,More Agents Is All You Need,Junyou Li; Qin Zhang; Yangbin Yu; Qiang Fu; Deheng Ye,2024,academic-publication,TMLR-2024,https://arxiv.org/abs/2402.05120,papers/academic/li-2024-more-agents.pdf,paper-notes/li-2024-more-agents.md,2026-09-04,d948be6a6068835cffe9b6f8b799861e188eea3a0204a90eec70e5faae0cfe57,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
li-2025-agent-paradigms,"A Review of Prominent Paradigms for LLM-Based Agents: Tool Use, Planning Including RAG, and Feedback Learning",Xinzhe Li,2025,academic-publication,COLING-2025,https://aclanthology.org/2025.coling-main.652/,papers/academic/li-2025-agent-paradigms.pdf,paper-notes/li-2025-agent-paradigms.md,2026-09-04,2e248c36bd6388d6e21820cfa557c66b5e6e632e32f3930d5c3efcfebe7bc9f0,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
li-2025-agentswift,AgentSwift: Efficient LLM Agent Design via Value-guided Hierarchical Search,Yu Li; Lehui Li; Zhihao Wu; Qingmin Liao; Jianye Hao; Kun Shao; Fengli Xu; Yong Li,2025,academic-publication,AAAI-2026,https://arxiv.org/abs/2506.06017,papers/academic/li-2025-agentswift.pdf,paper-notes/li-2025-agentswift.md,2026-09-04,4b47a70e925262a1b7441fb22318047725976d3f5adceb4265805d1fb884293a,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
lightman-2023-verify-step,Let's Verify Step by Step,Hunter Lightman; Vineet Kosaraju; Yura Burda; Harri Edwards; Bowen Baker; Teddy Lee; Jan Leike; John Schulman; Ilya Sutskever; Karl Cobbe,2023,academic-preprint,preprint,https://arxiv.org/abs/2305.20050,papers/academic/lightman-2023-verify-step.pdf,paper-notes/lightman-2023-verify-step.md,2026-09-04,fbd170e2042c32950c3fe97d3a558d89e8a8dffaadc942e774ccb4b751abc123,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
lin-2026-agentic-harness-evolution,Agentic Harness Engineering: Observability-Driven Automatic Evolution of Coding-Agent Harnesses,Jiahang Lin; Shichun Liu; Chengjun Pan; Lizhi Lin; Shihan Dou; Zhiheng Xi; Xuanjing Huang; Hang Yan; Zhenhua Han; Tao Gui; Yu-Gang Jiang,2026,academic-preprint,preprint,https://arxiv.org/abs/2604.25850,papers/academic/lin-2026-agentic-harness-evolution.pdf,paper-notes/lin-2026-agentic-harness-evolution.md,2026-09-04,299f2633b4c13db7bed52434b4db7c48ea621993581014d30e7bcd036d3464df,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
lin-2026-harness-updating,Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents,Minhua Lin; Juncheng Wu; Zijun Wang; Zhan Shi; Yisi Sang; Bing He; Zewen Liu; Tianxin Wei; Zongyu Wu; Zhiwei Zhang; Dakuo Wang; Xiang Zhang; Benoit Dumoulin; Cihang Xie; Yuyin Zhou; Suhang Wang; Hanqing Lu,2026,academic-preprint,preprint,https://arxiv.org/abs/2605.30621,papers/academic/lin-2026-harness-updating.pdf,paper-notes/lin-2026-harness-updating.md,2026-09-04,a3a09f90dc278f1c6ceee5a3f7bf807b5a92b642cbcb0123d20b824a0e880d6b,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
liu-2023-agentbench,AgentBench: Evaluating LLMs as Agents,Xiao Liu; Hao Yu; Hanchen Zhang; Yifan Xu; Xuanyu Lei; Hanyu Lai; Yu Gu; Hangliang Ding; Kaiwen Men; Kejuan Yang; Shudan Zhang; Xiang Deng; Aohan Zeng; Zhengxiao Du; Chenhui Zhang; Sheng Shen; Tianjun Zhang; Yu Su; Huan Sun; Minlie Huang; Yuxiao Dong; Jie Tang,2023,academic-publication,ICLR-2024,https://arxiv.org/abs/2308.03688,papers/academic/liu-2023-agentbench.pdf,paper-notes/liu-2023-agentbench.md,2026-09-04,9c780e35fc0b2de6c2e21e0572f6aaaadcf7ecdd56d63cfaae2b415bc0dc83c3,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
liu-2024-lost-middle,Lost in the Middle: How Language Models Use Long Contexts,Nelson F. Liu; Kevin Lin; John Hewitt; Ashwin Paranjape; Michele Bevilacqua; Fabio Petroni; Percy Liang,2024,academic-publication,TACL-2024,https://arxiv.org/abs/2307.03172,papers/academic/liu-2024-lost-middle.pdf,paper-notes/liu-2024-lost-middle.md,2026-09-04,653b29619eae2ae4b361d7bdcdc06db4bedcb1b0eabe31814036beca8c1af0b1,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
liu-2026-acemad,Breaking the Martingale Curse: Multi-Agent Debate via Asymmetric Cognitive Potential Energy,Yuhan Liu; Juntian Zhang; Yichen Wu; Martin Takac; Salem Lahlou; Xiuying Chen; Nils Lukas,2026,academic-preprint,preprint,https://arxiv.org/abs/2603.06801,papers/academic/liu-2026-acemad.pdf,paper-notes/liu-2026-acemad.md,2026-09-04,fb6eab55458e03c9d53bd671e27979a1ef22853adc0a4f560756b721f6a29f09,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
liu-2026-adaptive-auto-harness,Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams,Zewen Liu; Zhan Shi; Yisi Sang; Bing He; Minhua Lin; Tianxin Wei; Dakuo Wang; Benoit Dumoulin; Wei Jin; Hanqing Lu,2026,academic-preprint,preprint,https://arxiv.org/abs/2606.01770,papers/academic/liu-2026-adaptive-auto-harness.pdf,paper-notes/liu-2026-adaptive-auto-harness.md,2026-09-04,50454c1eec069b668b515c6d322e4c5ac55f24655298b3381f91f461a9c39b3e,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
liu-2026-agentflow,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,Hanzhi Liu; Chaofan Shou; Xiaonan Liu; Hongbo Wen; Yanju Chen; Ryan Jingyang Fang; Yu Feng,2026,academic-preprint,preprint,https://arxiv.org/abs/2604.20801,papers/academic/liu-2026-agentflow.pdf,paper-notes/liu-2026-agentflow.md,2026-09-04,896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
lou-2026-autoharness,AutoHarness: Improving LLM Agents by Automatically Synthesizing a Code Harness,Xinghua Lou; Miguel Lázaro-Gredilla; Antoine Dedieu; Carter Wendelken; Wolfgang Lehrach; Kevin P. Murphy,2026,academic-preprint,preprint,https://arxiv.org/abs/2603.03329,papers/academic/lou-2026-autoharness.pdf,paper-notes/lou-2026-autoharness.md,2026-09-04,8399c0a6a76a38c1a96804c88d0bac69286fe52ba3f255cba9175e3882fecf19,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
luo-2026-autodesign,AutoDesign: Meta-Harness Optimization for Long-Horizon Agentic Design,Yaxin Luo; Haobin Jiang; Jialv Zou; Xu Huang; Wenhao Yan; Haodong Li; Zhengrong Yue; Jing Li; Xiaofu Chen; Xiaohan Zhao; Jiacheng Liu; Jiacheng Cui; Zhiqiang Shen; Xiaotong Li,2026,academic-preprint,preprint,https://arxiv.org/abs/2608.13560,papers/academic/luo-2026-autodesign.pdf,paper-notes/luo-2026-autodesign.md,2026-09-04,9e9b8532f29ab9d12756f4dba5cc8d1577feb9b0057ae1ae6f2bcc9f04ce06d8,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
luo-2026-harnessbank,HarnessBank: Semantic Gene-Bank Search with Gated Verification for Agent-Harness Self-Evolution,Xiaotian Luo; Dizhan Xue; Fengxingyu Wang; Chuanrui Hu; Yafeng Deng,2026,academic-preprint,preprint,https://arxiv.org/abs/2607.13683,papers/academic/luo-2026-harnessbank.pdf,paper-notes/luo-2026-harnessbank.md,2026-09-04,360efedc16753f6bfe062cd58b1e2f7e9984bbdd36a8cc79ed363af686aeaeb2,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
ma-2024-agentboard,AgentBoard: An Analytical Evaluation Board of Multi-turn LLM Agents,Chang Ma; Junlei Zhang; Zhihao Zhu; Cheng Yang; Yujiu Yang; Yaohui Jin; Zhenzhong Lan; Lingpeng Kong; Junxian He,2024,academic-publication,NeurIPS-2024,https://arxiv.org/abs/2401.13178,papers/academic/ma-2024-agentboard.pdf,paper-notes/ma-2024-agentboard.md,2026-09-04,05299b4bd716de2769ec6f23ff358db1dbef6b2eac7a643e9e3e8eed0e62c2ef,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
madaan-2023-self-refine,Self-Refine: Iterative Refinement with Self-Feedback,Aman Madaan; Niket Tandon; Prakhar Gupta; Skyler Hallinan; Luyu Gao; Sarah Wiegreffe; Uri Alon; Nouha Dziri; Shrimai Prabhumoye; Yiming Yang; Shashank Gupta; Bodhisattwa Prasad Majumder; Katherine Hermann; Sean Welleck; Amir Yazdanbakhsh; Peter Clark,2023,academic-publication,NeurIPS-2023,https://arxiv.org/abs/2303.17651,papers/academic/madaan-2023-self-refine.pdf,paper-notes/madaan-2023-self-refine.md,2026-09-04,81e44592314d80218ad108d3490cd0b84ba5962fefd5c84819987afd77a57087,fully-reviewed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
manus-2025-context-engineering,Context Engineering for AI Agents: Lessons from Building Manus,Yichao Ji / Manus,2025,engineering-blog,non-peer-reviewed practitioner source,https://manus.im/blog/Context-Engineering-for-AI-Agents-Lessons-from-Building-Manus,,source-notes/manus-2025-context-engineering.md,2026-09-04,,reviewed,Canonical web page reviewed; no redistributed snapshot archived.; snapshot: web version accessed 2026-09-04
mialon-2023-gaia,GAIA: a benchmark for General AI Assistants,Grégoire Mialon; Clémentine Fourrier; Craig Swift; Thomas Wolf; Yann LeCun; Thomas Scialom,2023,academic-publication,ICLR-2024,https://arxiv.org/abs/2311.12983,papers/academic/mialon-2023-gaia.pdf,paper-notes/mialon-2023-gaia.md,2026-09-04,5bf6f968d4f5cd20acdfca6e81e3c9f5277bb66061fad7a02e35442dff812ba0,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
nagle-2024-prompt-compression-rate-distortion,Fundamental Limits of Prompt Compression: A Rate-Distortion Framework for Black-Box Language Models,Alliot Nagle; Adway Girish; Marco Bondaschi; Michael Gastpar; Ashok Vardhan Makkuva; Hyeji Kim,2024,academic-preprint,preprint,https://arxiv.org/abs/2407.15504,papers/academic/nagle-2024-prompt-compression-rate-distortion.pdf,paper-notes/nagle-2024-prompt-compression-rate-distortion.md,2026-09-04,029bc1b2d30fead23ef4f4a00e08d070d9d92ae271acbe3ce7a6e6df26ea5048,skimmed,Openly accessible research copy archived from the recorded canonical PDF URL; copyright remains with the authors or publisher.
openai-2024-swebench-verified,Introducing SWE-bench Verified,OpenAI and SWE-bench contributors,2024,practitioner-report,non-peer-reviewed practitioner source,https://openai.com/index/introducing-swe-bench-verified/,,source-notes/openai-2024-swebench-verified.md,2026-09-04,,reviewed,"Canonical web page reviewed; no redistributed snapshot archived.; snapshot: page update 2025-02-24, accessed 2026-09-04"
openai-2026-harness-engineering,Harness Engineering: Leveraging Codex in an Agent-First World,Ryan Lopopolo / OpenAI,2026,engineering-blog,non-peer-reviewed practitioner source,https://openai.com/index/harness-engineering/,,source-notes/openai-2026-harness-engineering.md,2026-09-04,,reviewed,Canonical web page reviewed; no redistributed snapshot archived.; snapshot: web version accessed 2026-09-04
openai-2026-swebench-pro-audit,Separating Signal from Noise in Coding Evaluations,OpenAI,2026,practitioner-report,non-peer-reviewed practitioner source,https://openai.com/index/separating-signal-from-noise-coding-evaluations/,,source-notes/openai-2026-swebench-pro-audit.md,2026-09-04,,reviewed,Canonical web page reviewed; no redistributed snapshot archived.; snapshot: web version accessed 2026-09-04
openai-2026-swebench-retirement,Why SWE-bench Verified No Longer Measures Frontier Coding Capabilities,OpenAI,2026,practitioner-report,non-peer-reviewed practitioner source,https://openai.com/index/why-we-no-longer-evaluate-swe-bench-verified/,,source-notes/openai-2026-swebench-retirement.md,2026-09-04,,reviewed,Canonical web page reviewed; no redistributed snapshot archived.; snapshot: web version accessed 2026-09-04
