"source_id","category","title","publication_status","landing_url","pdf_url","pdf_path","bytes","pages","encrypted","sha256","accessed","fetch_status"
"wallace-2024-instruction-hierarchy","safety","The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions","preprint","https://arxiv.org/abs/2404.13208","https://arxiv.org/pdf/2404.13208","papers/academic/wallace-2024-instruction-hierarchy.pdf","488381","13","no","fbc2d65e913e75b8f0ae74e83e3443c36a727636d1038a071a2f10d8be63dac4","2026-09-04","downloaded"
"zhan-2024-injecagent","safety","InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents","ACL-2024","https://arxiv.org/abs/2403.02691","https://arxiv.org/pdf/2403.02691","papers/academic/zhan-2024-injecagent.pdf","3183277","36","no","49e6e6a4a00c797a772ef905a154c0839426655027d5fa0ce6b632e6c1db2bfb","2026-09-04","downloaded"
"besta-2024-graph-of-thoughts","search-and-verification","Graph of Thoughts: Solving Elaborate Problems with Large Language Models","AAAI-2024","https://arxiv.org/abs/2308.09687","https://arxiv.org/pdf/2308.09687","papers/academic/besta-2024-graph-of-thoughts.pdf","3128193","63","no","73caa3c05813105e5db38edfbb58e1b660771a00dfdb74768c8845e15263c5da","2026-09-04","verified-existing"
"brown-2024-language-monkeys","search-and-verification","Large Language Monkeys: Scaling Inference Compute with Repeated Sampling","preprint","https://arxiv.org/abs/2407.21787","https://arxiv.org/pdf/2407.21787","papers/academic/brown-2024-language-monkeys.pdf","989958","27","no","33889c6cb265ae11ed67e50070d3a31cd894036d8c9b404212a38df1783e8884","2026-09-04","verified-existing"
"chen-2024-self-debug","search-and-verification","Teaching Large Language Models to Self-Debug","ICLR-2024","https://arxiv.org/abs/2304.05128","https://arxiv.org/pdf/2304.05128","papers/academic/chen-2024-self-debug.pdf","1419448","78","no","020e06b1fb9e1d4b6c33016a9471e8bd31f8ecfd7a22335d85956c14efa39f75","2026-09-04","verified-existing"
"chen-2026-self-correction-illusion","search-and-verification","The Self-Correction Illusion: Role Relabeling Gates Explicit Error Flagging in Large Language Models","preprint","https://arxiv.org/abs/2606.05976","https://arxiv.org/pdf/2606.05976","papers/academic/chen-2026-self-correction-illusion.pdf","812326","15","no","a79d3fb0bf8ee1e27c559d2a17cdf426a71de6958271d38b359bcc746521ef9e","2026-09-04","downloaded"
"gou-2024-critic","search-and-verification","CRITIC: Large Language Models Can Self-Correct with Tool-Interactive Critiquing","ICLR-2024","https://arxiv.org/abs/2305.11738","https://arxiv.org/pdf/2305.11738","papers/academic/gou-2024-critic.pdf","1581312","78","no","ed5cbff53c8ff550b72d6abba0d7e4d83c5d214d61d0fafde10cbe4bbfc31a5b","2026-09-04","verified-existing"
"hao-2023-rap","search-and-verification","Reasoning with Language Model is Planning with World Model","EMNLP-2023","https://arxiv.org/abs/2305.14992","https://arxiv.org/pdf/2305.14992","papers/academic/hao-2023-rap.pdf","873191","20","no","3babff1eb4eb47d19dd9eb5a5bb11d433c34370e308c0be9ad75ea7d8ab76dfe","2026-09-04","verified-existing"
"huang-2024-cannot-self-correct","search-and-verification","Large Language Models Cannot Self-Correct Reasoning Yet","ICLR-2024","https://arxiv.org/abs/2310.01798","https://arxiv.org/pdf/2310.01798","papers/academic/huang-2024-cannot-self-correct.pdf","385585","17","no","15e1731e255ec6b217792a1e077926807da77e8e46b69e6c57dda30d67794761","2026-09-04","verified-existing"
"lightman-2023-verify-step","search-and-verification","Let's Verify Step by Step","preprint","https://arxiv.org/abs/2305.20050","https://arxiv.org/pdf/2305.20050","papers/academic/lightman-2023-verify-step.pdf","4384742","29","no","fbd170e2042c32950c3fe97d3a558d89e8a8dffaadc942e774ccb4b751abc123","2026-09-04","verified-existing"
"madaan-2023-self-refine","search-and-verification","Self-Refine: Iterative Refinement with Self-Feedback","NeurIPS-2023","https://arxiv.org/abs/2303.17651","https://arxiv.org/pdf/2303.17651","papers/academic/madaan-2023-self-refine.pdf","2014949","54","no","81e44592314d80218ad108d3490cd0b84ba5962fefd5c84819987afd77a57087","2026-09-04","verified-existing"
"prasad-2024-adapt","search-and-verification","ADaPT: As-Needed Decomposition and Planning with Language Models","NAACL-2024","https://arxiv.org/abs/2311.05772","https://arxiv.org/pdf/2311.05772","papers/academic/prasad-2024-adapt.pdf","1457254","27","no","9de7a8f3fa07efc9b35c5dac4f5d7a8b55720e3eeaa9f65788aa06a54aa05a0f","2026-09-04","verified-existing"
"shinn-2023-reflexion","search-and-verification","Reflexion: Language Agents with Verbal Reinforcement Learning","NeurIPS-2023","https://arxiv.org/abs/2303.11366","https://arxiv.org/pdf/2303.11366","papers/academic/shinn-2023-reflexion.pdf","591097","19","no","6059b6f89fea9959bd3dab553fbb97756a3dfb1b15e3cbab2fbf3ab6664333bd","2026-09-04","verified-existing"
"snell-2024-test-time-compute","search-and-verification","Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters","preprint","https://arxiv.org/abs/2408.03314","https://arxiv.org/pdf/2408.03314","papers/academic/snell-2024-test-time-compute.pdf","3870997","37","no","ded7b20b51493258c5ce2a1a024cd33dd752de1fa3373d1207620da4cfe24545","2026-09-04","verified-existing"
"stechly-2024-self-verification-limits","search-and-verification","On the Self-Verification Limitations of Large Language Models on Reasoning and Planning Tasks","preprint","https://arxiv.org/abs/2402.08115","https://arxiv.org/pdf/2402.08115","papers/academic/stechly-2024-self-verification-limits.pdf","1090560","53","no","90544a98c961a4c94414d58f8cd39be6f166974e14332abadbdf6a0b41b8e9c4","2026-09-04","verified-existing"
"wang-2022-self-consistency","search-and-verification","Self-Consistency Improves Chain of Thought Reasoning in Language Models","ICLR-2023","https://arxiv.org/abs/2203.11171","https://arxiv.org/pdf/2203.11171","papers/academic/wang-2022-self-consistency.pdf","10505941","24","no","1a49ce0373afc89d2d6e97fb1aa8230f6b818c70590d732a3187f753f4df6aba","2026-09-04","verified-existing"
"yao-2023-tree-of-thoughts","search-and-verification","Tree of Thoughts: Deliberate Problem Solving with Large Language Models","NeurIPS-2023","https://arxiv.org/abs/2305.10601","https://arxiv.org/pdf/2305.10601","papers/academic/yao-2023-tree-of-thoughts.pdf","799685","14","no","79c5237e3f63953a73f2b0d6894327702ee1f7e981450c251bb1b5cb4f8d7b8f","2026-09-04","verified-existing"
"zhou-2024-lats","search-and-verification","Language Agent Tree Search Unifies Reasoning Acting and Planning in Language Models","ICML-2024","https://arxiv.org/abs/2310.04406","https://arxiv.org/pdf/2310.04406","papers/academic/zhou-2024-lats.pdf","1054882","23","no","04c1e9cb00f384052739c53bcecb75626bf1f58f66c379cc289ea60ffc988635","2026-09-04","verified-existing"
"abuzakuk-2026-awo","self-improving-harnesses","Optimizing Agentic Workflows using Meta-tools","preprint","https://arxiv.org/abs/2601.22037","https://arxiv.org/pdf/2601.22037","papers/academic/abuzakuk-2026-awo.pdf","3902294","17","no","97f856b6c45a66870a9323359f260d8df8b8f66785b0ae96837b8672ccd140ff","2026-09-04","verified-existing"
"agrawal-2025-gepa","self-improving-harnesses","GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning","ICLR-2026","https://arxiv.org/abs/2507.19457","https://arxiv.org/pdf/2507.19457","papers/academic/agrawal-2025-gepa.pdf","2975112","96","no","ab3a5139bac83f192ad67529368d77b84b0d807e95a8e4fd0daa8d45fd046bec","2026-09-04","verified-existing"
"alur-2013-sygus","self-improving-harnesses","Syntax-Guided Synthesis","FMCAD-2013","https://doi.org/10.1109/FMCAD.2013.6679385","https://www.microsoft.com/en-us/research/wp-content/uploads/2013/05/fmcad13.pdf","papers/academic/alur-2013-sygus.pdf","305858","8","no","ed46aeb2ac50ff93169331b92b11ecd03ffa3bcc43acddd29b468e9913dabaf7","2026-09-04","verified-existing"
"blum-2015-ladder","self-improving-harnesses","The Ladder: A Reliable Leaderboard for Machine Learning Competitions","ICML-2015","https://arxiv.org/abs/1502.04585","https://arxiv.org/pdf/1502.04585","papers/academic/blum-2015-ladder.pdf","308155","16","no","957ef4739df371a0a778360f0db4252a62f7c85abcd8343f581cd6250b1d31fe","2026-09-04","verified-existing"
"cai-2023-latm","self-improving-harnesses","Large Language Models as Tool Makers","ICLR-2024","https://arxiv.org/abs/2305.17126","https://arxiv.org/pdf/2305.17126","papers/academic/cai-2023-latm.pdf","1058353","23","no","b943eec75e8a02e2c1003e87cb8508717820950a422508ce1d067195fb0edd10","2026-09-04","verified-existing"
"cawley-2010-model-selection-overfitting","self-improving-harnesses","On Over-fitting in Model Selection and Subsequent Selection Bias in Performance Evaluation","JMLR-2010","https://www.jmlr.org/papers/v11/cawley10a.html","https://www.jmlr.org/papers/volume11/cawley10a/cawley10a.pdf","papers/academic/cawley-2010-model-selection-overfitting.pdf","759286","29","no","db01ac8fabef3064a0297bfcf64fb9791bf35c4d03be7a51f5862260adfca206","2026-09-04","verified-existing"
"chen-2023-autoagents","self-improving-harnesses","AutoAgents: A Framework for Automatic Agent Generation","IJCAI-2024","https://arxiv.org/abs/2309.17288","https://arxiv.org/pdf/2309.17288","papers/academic/chen-2023-autoagents.pdf","20659580","30","no","eb28d6d380b88dbdaabaaea10c9e55dac04706f903ccac22830f462f043385f6","2026-09-04","verified-existing"
"cheng-2026-mem2evolve","self-improving-harnesses","Mem2Evolve: Towards Self-Evolving Agents via Co-Evolutionary Capability Expansion and Experience Distillation","ACL-2026-Long","https://aclanthology.org/2026.acl-long.952/","https://aclanthology.org/2026.acl-long.952.pdf","papers/academic/cheng-2026-mem2evolve.pdf","7589190","48","no","172228f7c0495ec445ab881d22b35711e64bb2737ec59fa4ff87b450c200076a","2026-09-04","verified-existing"
"dang-2025-evolving-orchestration","self-improving-harnesses","Multi-Agent Collaboration via Evolving Orchestration","NeurIPS-2025","https://arxiv.org/abs/2505.19591","https://arxiv.org/pdf/2505.19591","papers/academic/dang-2025-evolving-orchestration.pdf","7407808","28","no","244c86ebd95a9fa7ca06539854186ea3dcdbf794ceb6e7827fff6e642e647bf6","2026-09-04","verified-existing"
"dwork-2015-adaptive-holdout","self-improving-harnesses","Generalization in Adaptive Data Analysis and Holdout Reuse","NeurIPS-2015","https://arxiv.org/abs/1506.02629","https://arxiv.org/pdf/1506.02629","papers/academic/dwork-2015-adaptive-holdout.pdf","705052","29","no","dcfbb9aa401c62949123be2d74787c4f9cca48597f18860760ef1580ddb4bc71","2026-09-04","verified-existing"
"everitt-2016-self-modification","self-improving-harnesses","Self-Modification of Policy and Utility Function in Rational Agents","AGI-2016","https://arxiv.org/abs/1605.03142","https://arxiv.org/pdf/1605.03142","papers/academic/everitt-2016-self-modification.pdf","524252","19","no","1b7a3c091bd2c02b30d9bc9201bf09b5c6f9af839d30240458da917a3f750461","2026-09-04","verified-existing"
"fernando-2023-promptbreeder","self-improving-harnesses","Promptbreeder: Self-Referential Self-Improvement Via Prompt Evolution","ICML-2024","https://arxiv.org/abs/2309.16797","https://arxiv.org/pdf/2309.16797","papers/academic/fernando-2023-promptbreeder.pdf","819158","64","no","0e5b44b77d345581509bb58b009fa7fef9928bf8c090b2a056e8916f25d974a0","2026-09-04","verified-existing"
"gao-2025-self-evolving-agent-survey","self-improving-harnesses","A Survey of Self-Evolving Agents: On Path to Artificial Super Intelligence","preprint","https://arxiv.org/abs/2507.21046","https://arxiv.org/pdf/2507.21046","papers/academic/gao-2025-self-evolving-agent-survey.pdf","5726709","77","no","0b39df03feea2f4d8ac41e35a9247889978a53cb1e7b7d3eafaae76ad97b5602","2026-09-04","verified-existing"
"hardt-2014-adaptive-hardness","self-improving-harnesses","Preventing False Discovery in Interactive Data Analysis Is Hard","FOCS-2014","https://arxiv.org/abs/1408.1655","https://arxiv.org/pdf/1408.1655","papers/academic/hardt-2014-adaptive-hardness.pdf","325014","31","no","308e6e4ff3b5c7668da1ec62b614b5e9034f674050668a6e9c79554c367990d8","2026-09-04","verified-existing"
"howard-2021-confidence-sequences","self-improving-harnesses","Time-uniform, Nonparametric, Nonasymptotic Confidence Sequences","Annals-of-Statistics-2021","https://arxiv.org/abs/1810.08240","https://arxiv.org/pdf/1810.08240","papers/academic/howard-2021-confidence-sequences.pdf","1494142","48","no","eb3efd547349adfbff25514ae0854c142cd29b96b398be38c9000d69a2f64ca8","2026-09-04","verified-existing"
"hu-2024-adas","self-improving-harnesses","Automated Design of Agentic Systems","ICLR-2025","https://arxiv.org/abs/2408.08435","https://arxiv.org/pdf/2408.08435","papers/academic/hu-2024-adas.pdf","801981","34","no","32eb1c1a6888e35fae0f618e33c58698b54d9c49bc063fef91ee591719fca376","2026-09-04","verified-existing"
"hu-2026-evomas","self-improving-harnesses","Evolutionary Generation of Multi-Agent Systems","preprint","https://arxiv.org/abs/2602.06511","https://arxiv.org/pdf/2602.06511","papers/academic/hu-2026-evomas.pdf","1043235","33","no","eb0825fda1b70a9522298d8b423fffe19d9b1cafbd183873bcfb457f8bc0892d","2026-09-04","verified-existing"
"hutter-2002-fastest-provable-program","self-improving-harnesses","The Fastest and Shortest Algorithm for All Well-Defined Problems","IJFCS-2002","https://arxiv.org/abs/cs/0206022","https://arxiv.org/pdf/cs/0206022","papers/academic/hutter-2002-fastest-provable-program.pdf","189738","13","no","b08f86b49b4fb8607b87ec73bb46cfdb379e80ead363082e14cd36057f3279bd","2026-09-04","verified-existing"
"jamieson-2016-successive-halving","self-improving-harnesses","Non-stochastic Best Arm Identification and Hyperparameter Optimization","AISTATS-2016","https://arxiv.org/abs/1502.07943","https://arxiv.org/pdf/1502.07943","papers/academic/jamieson-2016-successive-halving.pdf","763452","13","no","52133bcd5f21b68964983cf77d15d51f10fc62fa67a22b5a2a8af4bbc82a91fa","2026-09-04","verified-existing"
"khattab-2023-dspy","self-improving-harnesses","DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines","ICLR-2024","https://arxiv.org/abs/2310.03714","https://arxiv.org/pdf/2310.03714","papers/academic/khattab-2023-dspy.pdf","460814","32","no","5309836325c3a580b6c176242f49f21ca40e413b0acd514e74b67e16bb1b56bc","2026-09-04","verified-existing"
"laroche-2019-spibb","self-improving-harnesses","Safe Policy Improvement with Baseline Bootstrapping","ICML-2019","https://arxiv.org/abs/1712.06924","https://arxiv.org/pdf/1712.06924","papers/academic/laroche-2019-spibb.pdf","2509921","34","no","ebb7aa35960e803ff09eeabd0c1a8e53a790994ccff4c0a2e441a5faadaba10f","2026-09-04","verified-existing"
"li-2024-autoflow","self-improving-harnesses","AutoFlow: Automated Workflow Generation for Large Language Model Agents","preprint","https://arxiv.org/abs/2407.12821","https://arxiv.org/pdf/2407.12821","papers/academic/li-2024-autoflow.pdf","558397","11","no","dee9185ced28099dcf689698051090a309bcaf584bf41dd95e7ec679c8bc2132","2026-09-04","verified-existing"
"li-2025-agentswift","self-improving-harnesses","AgentSwift: Efficient LLM Agent Design via Value-guided Hierarchical Search","AAAI-2026","https://arxiv.org/abs/2506.06017","https://arxiv.org/pdf/2506.06017","papers/academic/li-2025-agentswift.pdf","1026510","18","no","4b47a70e925262a1b7441fb22318047725976d3f5adceb4265805d1fb884293a","2026-09-04","verified-existing"
"lin-2026-harness-updating","self-improving-harnesses","Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents","preprint","https://arxiv.org/abs/2605.30621","https://arxiv.org/pdf/2605.30621","papers/academic/lin-2026-harness-updating.pdf","2463998","24","no","a3a09f90dc278f1c6ceee5a3f7bf807b5a92b642cbcb0123d20b824a0e880d6b","2026-09-04","verified-existing"
"liu-2026-adaptive-auto-harness","self-improving-harnesses","Adaptive Auto-Harness: Sustained Self-Improvement for Agentic System Deployment on Open-Ended Task Streams","preprint","https://arxiv.org/abs/2606.01770","https://arxiv.org/pdf/2606.01770","papers/academic/liu-2026-adaptive-auto-harness.pdf","1895729","23","no","50454c1eec069b668b515c6d322e4c5ac55f24655298b3381f91f461a9c39b3e","2026-09-04","verified-existing"
"lou-2026-autoharness","self-improving-harnesses","AutoHarness: Improving LLM Agents by Automatically Synthesizing a Code Harness","preprint","https://arxiv.org/abs/2603.03329","https://arxiv.org/pdf/2603.03329","papers/academic/lou-2026-autoharness.pdf","917772","21","no","8399c0a6a76a38c1a96804c88d0bac69286fe52ba3f255cba9175e3882fecf19","2026-09-04","verified-existing"
"luo-2026-harnessbank","self-improving-harnesses","HarnessBank: Semantic Gene-Bank Search with Gated Verification for Agent-Harness Self-Evolution","preprint","https://arxiv.org/abs/2607.13683","https://arxiv.org/pdf/2607.13683","papers/academic/luo-2026-harnessbank.pdf","2126637","9","no","360efedc16753f6bfe062cd58b1e2f7e9984bbdd36a8cc79ed363af686aeaeb2","2026-09-04","verified-existing"
"nagle-2024-prompt-compression-rate-distortion","self-improving-harnesses","Fundamental Limits of Prompt Compression: A Rate-Distortion Framework for Black-Box Language Models","preprint","https://arxiv.org/abs/2407.15504","https://arxiv.org/pdf/2407.15504","papers/academic/nagle-2024-prompt-compression-rate-distortion.pdf","1601105","42","no","029bc1b2d30fead23ef4f4a00e08d070d9d92ae271acbe3ce7a6e6df26ea5048","2026-09-04","verified-existing"
"robeyns-2025-sica","self-improving-harnesses","A Self-Improving Coding Agent","preprint","https://arxiv.org/abs/2504.15228","https://arxiv.org/pdf/2504.15228","papers/academic/robeyns-2025-sica.pdf","1211610","18","no","97781b82ed43a330f491a35f772360bc3a9e7b47c5817e8889a0e1fec1115a15","2026-09-04","verified-existing"
"russo-2016-adaptive-bias","self-improving-harnesses","How Much Does Your Data Exploration Overfit? Controlling Bias via Information Usage","IEEE-TIT-2020","https://arxiv.org/abs/1511.05219","https://arxiv.org/pdf/1511.05219","papers/academic/russo-2016-adaptive-bias.pdf","1046336","23","no","6cde2c14238f0440e1506458ff28cd609d26104dc232579a3fe0361ec42e7c38","2026-09-04","verified-existing"
"saad-falcon-2024-archon","self-improving-harnesses","Archon: An Architecture Search Framework for Inference-Time Techniques","ICML-2025","https://arxiv.org/abs/2409.15254","https://arxiv.org/pdf/2409.15254","papers/academic/saad-falcon-2024-archon.pdf","2460406","35","no","7531f7bd335276b326b0230d0cc000ef022251079330a7f7c2e278defad7f3ef","2026-09-04","verified-existing"
"schmidhuber-2003-godel-machines","self-improving-harnesses","Goedel Machines: Self-Referential Universal Problem Solvers Making Provably Optimal Self-Improvements","AGI-2007","https://arxiv.org/abs/cs/0309048","https://arxiv.org/pdf/cs/0309048","papers/academic/schmidhuber-2003-godel-machines.pdf","247365","30","no","1b9e2aa5504e3c6709bbde5c37c0f56561f62ec40684e4d4388116ee8b780ffd","2026-09-04","verified-existing"
"schneider-2025-overtuning","self-improving-harnesses","Overtuning in Hyperparameter Optimization","AutoML-2025","https://arxiv.org/abs/2506.19540","https://arxiv.org/pdf/2506.19540","papers/academic/schneider-2025-overtuning.pdf","1424483","43","no","08c5c9e2286bc70187632483d2a3bfd27586e805992e92026f83ff43f8e37376","2026-09-04","verified-existing"
"shang-2024-agentsquare","self-improving-harnesses","AgentSquare: Automatic LLM Agent Search in Modular Design Space","ICLR-2025","https://arxiv.org/abs/2410.06153","https://arxiv.org/pdf/2410.06153","papers/academic/shang-2024-agentsquare.pdf","2084840","25","no","5d83a6ba6a64a1b79364200a98a733fbaa32e9dad826ffe7b8433a9e9d0aa57a","2026-09-04","verified-existing"
"shannon-1959-rate-distortion","self-improving-harnesses","Coding Theorems for a Discrete Source With a Fidelity Criterion","IRE-1959","https://ieeexplore.ieee.org/document/1057299","https://gwern.net/doc/cs/algorithm/information/1959-shannon.pdf","papers/academic/shannon-1959-rate-distortion.pdf","2531729","26","no","bae66c898e04c7088fcadd6232a53b9d3fe66f344f947dab0a34381c1a0a5955","2026-09-04","verified-existing"
"sheng-2024-self-improving-computer-agent","self-improving-harnesses","From Language Models to Practical Self-Improving Computer Agents","preprint","https://arxiv.org/abs/2404.11964","https://arxiv.org/pdf/2404.11964","papers/academic/sheng-2024-self-improving-computer-agent.pdf","273869","25","no","54b99fcf52c64c4d94b58205977004229b0c3223cb9077c32974799a1dbdd4b3","2026-09-04","verified-existing"
"smith-2006-optimizers-curse","self-improving-harnesses","The Optimizer's Curse: Skepticism and Postdecision Surprise in Decision Analysis","Management-Science-2006","https://doi.org/10.1287/mnsc.1050.0451","https://jimsmith.host.dartmouth.edu/wp-content/uploads/2022/04/The_Optimizers_Curse.pdf","papers/academic/smith-2006-optimizers-curse.pdf","206749","12","no","c5e9b6e38f9eae8959114fbdc56399cf6747ff1c4820305f7e311b12e4b35f7e","2026-09-04","verified-existing"
"solar-lezama-2006-sketch","self-improving-harnesses","Combinatorial Sketching for Finite Programs","ASPLOS-2006","https://doi.org/10.1145/1168857.1168907","https://people.csail.mit.edu/asolar/papers/asplos06-final.pdf","papers/academic/solar-lezama-2006-sketch.pdf","196824","12","no","77cb14b219e7e8118d7b12ecb75685ca1225ae6f3246c2db72a874ca8720529f","2026-09-04","verified-existing"
"tang-2025-autoagent","self-improving-harnesses","AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents","Findings-ACL-2026","https://arxiv.org/abs/2502.05957","https://arxiv.org/pdf/2502.05957","papers/academic/tang-2025-autoagent.pdf","6158660","58","no","d3d72179c14c4a66214e53d0d5ed760bb37f9664141c952c3cefa8154addcc41","2026-09-04","verified-existing"
"taylor-2020-bounded-rational-self-modification","self-improving-harnesses","Performance of Bounded-Rational Agents With the Ability to Self-Modify","AAAI-2021","https://arxiv.org/abs/2011.06275","https://arxiv.org/pdf/2011.06275","papers/academic/taylor-2020-bounded-rational-self-modification.pdf","587740","20","no","496165baae99f4b68d8b66da46376454a918101cc840dbf1ecb76a28a8e04b2c","2026-09-04","verified-existing"
"tishby-2000-information-bottleneck","self-improving-harnesses","The Information Bottleneck Method","Allerton-1999","https://arxiv.org/abs/physics/0004057","https://arxiv.org/pdf/physics/0004057","papers/academic/tishby-2000-information-bottleneck.pdf","136267","16","no","afdbc45366b590086e34faef76ad0570885884489ed32233c8571912ef92ef47","2026-09-04","verified-existing"
"wang-2024-quito-x","self-improving-harnesses","QUITO-X: A New Perspective on Context Compression from the Information Bottleneck Theory","preprint","https://arxiv.org/abs/2408.10497","https://arxiv.org/pdf/2408.10497","papers/academic/wang-2024-quito-x.pdf","6757938","16","no","822f0d6b4fb3a6d0cffc3886e8126cce21907cf2e23a2bcaeab6e8188cdc2644","2026-09-04","verified-existing"
"wang-2025-evoagentx","self-improving-harnesses","EvoAgentX: An Automated Framework for Evolving Agentic Workflows","EMNLP-2025-System-Demo","https://arxiv.org/abs/2507.03616","https://arxiv.org/pdf/2507.03616","papers/academic/wang-2025-evoagentx.pdf","788548","13","no","900fdc40d65652682699592a4b73f3aca8b08e32f54326beefa07d88378ada47","2026-09-04","verified-existing"
"wang-2025-scoreflow","self-improving-harnesses","ScoreFlow: Mastering LLM Agent Workflows via Score-based Preference Optimization","preprint","https://arxiv.org/abs/2502.04306","https://arxiv.org/pdf/2502.04306","papers/academic/wang-2025-scoreflow.pdf","2465217","24","no","08a9a584ed58b0871992ce3d3707fc94295f62998f63d7aca0da5f54f880fc2d","2026-09-04","verified-existing"
"wang-2025-statistical-limits","self-improving-harnesses","On the Statistical Limits of Self-Improving Agents","preprint","https://arxiv.org/abs/2510.04399","https://arxiv.org/pdf/2510.04399","papers/academic/wang-2025-statistical-limits.pdf","456415","27","no","4beb5268e1411213179662d4f0139df6ce3558e9015b790e2da2c33f03de4874","2026-09-04","verified-existing"
"wei-2026-evo-harness","self-improving-harnesses","Evo-Harness: Context-to-Harness Skill Compilation for Self-Evolving Agents","preprint","https://arxiv.org/abs/2608.15071","https://arxiv.org/pdf/2608.15071","papers/academic/wei-2026-evo-harness.pdf","891904","16","no","41476396f4eab1517395672cc204db8915ae4f41ed363bfa0915b5f81b4824e5","2026-09-04","verified-existing"
"weitzman-1979-optimal-search","self-improving-harnesses","Optimal Search for the Best Alternative","Econometrica-1979","https://doi.org/10.2307/1910412","https://archive.org/download/optimalsearchfor00weit/optimalsearchfor00weit.pdf","papers/academic/weitzman-1979-optimal-search.pdf","1193818","36","no","cdb601370aaba1972afd7677c72b0cec2bb0fbf3b21fd0ac534286b11a4ff518","2026-09-04","downloaded"
"wolflein-2025-toolmaker","self-improving-harnesses","LLM Agents Making Agent Tools","ACL-2025-Long","https://arxiv.org/abs/2502.11705","https://arxiv.org/pdf/2502.11705","papers/academic/wolflein-2025-toolmaker.pdf","2005335","31","no","ad5422bf08d0db34ff8a5f39ebb3e466614f2f233c132a2d85d6b88a46a13ee6","2026-09-04","verified-existing"
"yang-2024-agentoccam","self-improving-harnesses","AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents","ICLR-2025","https://arxiv.org/abs/2410.13825","https://arxiv.org/pdf/2410.13825","papers/academic/yang-2024-agentoccam.pdf","2650978","33","no","1917c0df163ea0c8cdd0e50ed8cb5c0b6b8c648f8c4f9943c4a4c6061b5722f4","2026-09-04","verified-existing"
"yang-2026-evotool","self-improving-harnesses","EVOTOOL: Self-Evolving Tool-Use Policy Optimization in LLM Agents via Blame-Aware Mutation and Diversity-Aware Selection","ACL-2026-Long","https://aclanthology.org/2026.acl-long.2016/","https://aclanthology.org/2026.acl-long.2016.pdf","papers/academic/yang-2026-evotool.pdf","2686739","20","no","d978bbe7dff41d9e39daa9118b1495c21057273abaa0b686099c8ad1e04aa724","2026-09-04","verified-existing"
"yin-2024-godel-agent","self-improving-harnesses","Godel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement","preprint","https://arxiv.org/abs/2410.04444","https://arxiv.org/pdf/2410.04444","papers/academic/yin-2024-godel-agent.pdf","1150916","24","no","f3e8e090d16bc53048cf9a2f20557c217ea0d52ea1d33e496f7ee1be07241a95","2026-09-04","verified-existing"
"yuan-2023-craft","self-improving-harnesses","CRAFT: Customizing LLMs by Creating and Retrieving from Specialized Toolsets","ICLR-2024","https://arxiv.org/abs/2309.17428","https://arxiv.org/pdf/2309.17428","papers/academic/yuan-2023-craft.pdf","9848797","29","no","59263fffdc51e21530d9dba1aeeeacefb2b5c4048012a7e385b4f555a362f155","2026-09-04","verified-existing"
"yuan-2024-evoagent","self-improving-harnesses","EvoAgent: Towards Automatic Multi-Agent Generation via Evolutionary Algorithms","NAACL-2025-Long","https://arxiv.org/abs/2406.14228","https://arxiv.org/pdf/2406.14228","papers/academic/yuan-2024-evoagent.pdf","7075348","26","no","2f7d490bf5d56f47e923302c78b07acf61c294c04c4bd0b8eb8f6e71127ca6f4","2026-09-04","verified-existing"
"yue-2026-workflow-optimization-survey","self-improving-harnesses","From Static Templates to Dynamic Runtime Graphs: A Survey of Workflow Optimization for LLM Agents","preprint","https://arxiv.org/abs/2603.22386","https://arxiv.org/pdf/2603.22386","papers/academic/yue-2026-workflow-optimization-survey.pdf","1576067","31","no","d1cc2287aaa143213bbd11d5ad77a1bb781a7015ed9bb71eceb4b42767a1a5c8","2026-09-04","verified-existing"
"yuksekgonul-2024-textgrad","self-improving-harnesses","TextGrad: Automatic Differentiation via Text","Nature-2025","https://arxiv.org/abs/2406.07496","https://arxiv.org/pdf/2406.07496","papers/academic/yuksekgonul-2024-textgrad.pdf","1336878","41","no","9cbfd5c78ad69e2a8363e76d6774f3e6b5e68f46b409d8b560e98276a985b428","2026-09-04","verified-existing"
"zelikman-2024-stop","self-improving-harnesses","Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation","COLM-2024","https://arxiv.org/abs/2310.02304","https://arxiv.org/pdf/2310.02304","papers/academic/zelikman-2024-stop.pdf","966894","46","no","f1eb66d65763d84367fd380625cf86d66b5dd8e319c46259e7d0aabba9b608e2","2026-09-04","verified-existing"
